region_brch,product_type_brch,acct_id,as_of_dt,bu,calendar,ccy_amount,collective_stage1_pct,commit_indicator,cur_bal_off,cur_bal_on,currency,cust_bk_group,customer_nr,deal_subtype,deal_type,drawn_amount,ead_seg,early_alert_ind,entity,facility_nr,fitch_rating,intrnl_rating,intrnl_rating_model,lgd_risk_region,lgd_risk_seg,location,master_scale_rating,maturity_date,moody_rating,on_off_ind,orig_master_scale_rating,pd_seg,pit_pd_seg,profit_centre,purpose,rec_ref_dt,record_id,rm_trailer,snp_rating,source_system,start_date,stg_asmt_seg,ttc_pd,tu_rating,tu_score,undrawn_amount,from_currency,to_currency,rate,multiply_divide_ind,lcy_to_hkd,ccy_amount_hke,drawn_amount_hke,undrawn_amount_hke,segment,sub_segment,final_stage
hk,FACILITY,CLS:0001704295,2024-12-31,RAM,BB,0.0,,N,0.0,0.0,USD,4,018:RM:1800000000000000000000030207,018:CLS:UNDRAWN,UNDRAWN,0.0,Others (Off),,18,CLS:0001704295,,G23,RM,Hong Kong,WBG|OFF,Hong Kong,23,2024-02-29,,F,12,Others (Off),Corp Model|HK|G15,,1070,2024-12-31,D,018:KR:180000000000000000050980,,CLS,08AUG2023:00:00:00,Others (Off),1.0,,,0.0,USD,HKD,7.76295054,M,1.0,0.0,0.0,0.0,Corporate,NCN,3
