region_brch,product_type_brch,collateral_agreement_id,collateral_agreement_type,collateral_amount,collateral_currency,facility_nr,as_of_dt,multiply_divide_ind,rate,customer_nr,entity,maturity_date,rec_ref_dt,source_system,start_date,from_currency,to_currency,lcy_to_hkd,deal_dt,collateral_amount_hke,Parameter name,description,recovery_time,haircut,forward_adjustment_factor,collateral_allocation_priority,collateral_secured_rank_for_ead_allocation,remark,post_haircut_coll_amt,post_ccf_base_amt_fac_level,allocated_collateral_amount,remaining_base_amt
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103893:5:0,G007,99999999999.0,HKD,CLS:0001542523,2024-12-31,M,1.0,018:RM:1800000000000000000001078156,18,2025-07-31,2024-12-31,NX,2024-08-16,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,,9999999999.899998,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103893:8:0,G007,99999999999.0,HKD,CLS:0001542523,2024-12-31,M,1.0,018:RM:1800000000000000000001078156,18,2025-07-31,2024-12-31,NX,2024-08-16,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,,9999999999.899998,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103893:2:1,P005,1142651.0,HKD,CLS:0001542523,2024-12-31,M,1.0,018:RM:1800000000000000000001078156,18,2025-07-31,2024-12-31,NX,2024-08-16,HKD,HKD,1.0,,1142651.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,685590.6,,685590.6,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103893:14:1,P005,1142651.0,HKD,CLS:0001542523,2024-12-31,M,1.0,018:RM:1800000000000000000001078156,18,2025-07-31,2024-12-31,NX,2024-08-16,HKD,HKD,1.0,,1142651.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,685590.6,,685590.6,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103893:16:1,P005,1142651.0,HKD,CLS:0001542523,2024-12-31,M,1.0,018:RM:1800000000000000000001078156,18,2025-07-31,2024-12-31,NX,2024-08-16,HKD,HKD,1.0,,1142651.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,685590.6,,685590.6,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103893:15:1,P005,1142651.0,HKD,CLS:0001542523,2024-12-31,M,1.0,018:RM:1800000000000000000001078156,18,2025-07-31,2024-12-31,NX,2024-08-16,HKD,HKD,1.0,,1142651.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,685590.6,,685590.6,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103893:3:1,P005,1142651.0,HKD,CLS:0001542523,2024-12-31,M,1.0,018:RM:1800000000000000000001078156,18,2025-07-31,2024-12-31,NX,2024-08-16,HKD,HKD,1.0,,1142651.0,34,STANDALONE CAR PARK,0.5,0.4,HK OFFICE PPI,3,3,,685590.6,,685590.6,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103893:7:0,G007,99999999999.0,HKD,CLS:0001542523,2024-12-31,M,1.0,018:RM:1800000000000000000001078156,18,2025-07-31,2024-12-31,NX,2024-08-16,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,,9999999999.899998,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000107620:48:0,O010,9885001.0,HKD,CLS:1000465569,2024-12-31,M,1.0,018:RM:1800000000000000000001150845,18,2025-05-31,2024-12-31,NX,2024-05-30,HKD,HKD,1.0,,9885001.0,27,LIFE INSURANCE POLICY,0.5,0.4,,1,3,,5931000.6,6484000.0,5931000.6,552999.4000000004
hk,PLEDGE_COLLATERAL,CLS:180000000000000000085180:1:0,G007,99999999999.0,HKD,CLS:1000315049,2024-12-31,M,1.0,018:RM:1800000000000000000000403769,18,2034-10-31,2024-12-31,NX,2019-10-31,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,4417321.29,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000085180:2:1,P002,13206029.0,HKD,CLS:1000315049,2024-12-31,M,1.0,018:RM:1800000000000000000000403769,18,2034-10-31,2024-12-31,NX,2019-10-31,HKD,HKD,1.0,,13206029.0,31,COMMERCIAL PROPERTIES,0.5,0.4,HK RETAIL PPI,8,3,,7923617.399999999,4417321.29,7923617.399999999,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100922:2:0,G007,99999999999.0,USD,CLS:1000742582,2024-12-31,M,7.7629504,018:RM:1800000000000000000000969665,18,2025-03-31,2024-12-31,NX,2024-11-26,USD,HKD,1.0,,776295042030.2009,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,77629504203.02008,119741858.82191299,77629504203.02008,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100922:18:0,T008,15425000.0,USD,CLS:1000742582,2024-12-31,M,7.7629504,018:RM:1800000000000000000000969665,18,2025-03-31,2024-12-31,NX,2024-11-26,USD,HKD,1.0,,119743510.23435593,52,HIGH YIELD DEPOSIT   INCLUDING STRU,0.08,0.4,,1,2,,71846106.14061356,119741858.82191299,71846106.14061356,47895752.68129943
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100922:19:0,T008,6200000.0,USD,CLS:1000742582,2024-12-31,M,7.7629504,018:RM:1800000000000000000000969665,18,2025-03-31,2024-12-31,NX,2024-11-26,USD,HKD,1.0,,48130292.60635376,52,HIGH YIELD DEPOSIT   INCLUDING STRU,0.08,0.4,,1,2,,28878175.563812256,119741858.82191299,28878175.563812256,90863683.25810073
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100922:3:0,G007,99999999999.0,USD,CLS:1000742582,2024-12-31,M,7.7629504,018:RM:1800000000000000000000969665,18,2025-03-31,2024-12-31,NX,2024-11-26,USD,HKD,1.0,,776295042030.2009,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,77629504203.02008,119741858.82191299,77629504203.02008,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100922:20:0,T008,2700000.0,USD,CLS:1000742582,2024-12-31,M,7.7629504,018:RM:1800000000000000000000969665,18,2025-03-31,2024-12-31,NX,2024-11-26,USD,HKD,1.0,,20959966.135025024,52,HIGH YIELD DEPOSIT   INCLUDING STRU,0.08,0.4,,1,2,,12575979.681015015,119741858.82191299,12575979.681015015,107165879.14089797
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100922:6:0,O009,0.0,USD,CLS:1000742582,2024-12-31,M,7.7629504,018:RM:1800000000000000000000969665,18,2025-03-31,2024-12-31,NX,2024-11-26,USD,HKD,1.0,,0.0,26,ALL OTHER INTANGIBLE SECURITIES,0.5,0.9,,1,3,,0.0,119741858.82191299,0.0,119741858.82191299
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105571:2:0,G007,99999999999.0,HKD,CLS:0001605336,2024-12-31,M,1.0,018:RM:1800000000000000000001117354,18,2034-09-30,2024-12-31,NX,2014-09-30,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,1229294.54,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105571:1:1,P001,6189361.0,HKD,CLS:0001605336,2024-12-31,M,1.0,018:RM:1800000000000000000001117354,18,2034-09-30,2024-12-31,NX,2014-09-30,HKD,HKD,1.0,,6189361.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3713616.6,1229294.54,3713616.6,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105571:3:1,P001,8093780.0,HKD,CLS:0001605336,2024-12-31,M,1.0,018:RM:1800000000000000000001117354,18,2034-09-30,2024-12-31,NX,2014-09-30,HKD,HKD,1.0,,8093780.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,4856268.0,1229294.54,4856268.0,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105572:6:1,P001,4720869.0,HKD,CLS:1000447399,2024-12-31,M,1.0,018:RM:1800000000000000000001115912,18,2025-05-31,2024-12-31,NX,2024-05-21,HKD,HKD,1.0,,4720869.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2832521.4,2000000.0,2832521.4,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105572:8:1,P003,13600858.0,HKD,CLS:1000447399,2024-12-31,M,1.0,018:RM:1800000000000000000001115912,18,2025-05-31,2024-12-31,NX,2024-05-21,HKD,HKD,1.0,,13600858.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,8160514.8,2000000.0,8160514.8,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105572:4:1,P001,9913826.0,HKD,CLS:1000447399,2024-12-31,M,1.0,018:RM:1800000000000000000001115912,18,2025-05-31,2024-12-31,NX,2024-05-21,HKD,HKD,1.0,,9913826.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,5948295.6,2000000.0,5948295.6,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105572:7:0,G007,99999999999.0,HKD,CLS:1000447399,2024-12-31,M,1.0,018:RM:1800000000000000000001115912,18,2025-05-31,2024-12-31,NX,2024-05-21,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,2000000.0,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105572:2:1,P001,5192956.0,HKD,CLS:1000447399,2024-12-31,M,1.0,018:RM:1800000000000000000001115912,18,2025-05-31,2024-12-31,NX,2024-05-21,HKD,HKD,1.0,,5192956.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3115773.6,2000000.0,3115773.6,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105572:5:1,P001,6609217.0,HKD,CLS:1000447399,2024-12-31,M,1.0,018:RM:1800000000000000000001115912,18,2025-05-31,2024-12-31,NX,2024-05-21,HKD,HKD,1.0,,6609217.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3965530.1999999997,2000000.0,3965530.1999999997,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000107053:3:0,G007,99999999999.0,HKD,CLS:0001720878,2024-12-31,M,1.0,018:RM:1800000000000000000001221186,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,2651756.4,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000107053:1:0,G007,99999999999.0,HKD,CLS:0001720878,2024-12-31,M,1.0,018:RM:1800000000000000000001221186,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,2651756.4,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000107053:2:0,O009,1.0,HKD,CLS:0001720878,2024-12-31,M,1.0,018:RM:1800000000000000000001221186,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,1.0,26,ALL OTHER INTANGIBLE SECURITIES,0.5,0.9,,1,3,,0.09999999999999998,2651756.4,0.09999999999999998,2651756.3
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110095:2:0,G007,99999999999.0,HKD,CLS:0001681328,2024-12-31,M,1.0,018:RM:1800000000000000000001197471,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,1257940.0,9999999999.899998,1257940.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110095:2:0,G007,99999999999.0,HKD,CLS:0001681323,2024-12-31,M,1.0,018:RM:1800000000000000000001197471,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,,0.0,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110095:4:1,P003,12590022.0,HKD,CLS:0001681328,2024-12-31,M,1.0,018:RM:1800000000000000000001197471,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,12590022.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,7554013.199999999,1257940.0,7554013.199999999,1257940.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110095:4:1,P003,12590022.0,HKD,CLS:0001681323,2024-12-31,M,1.0,018:RM:1800000000000000000001197471,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,12590022.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,7554013.199999999,,0.0,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110095:3:1,P003,11137327.0,HKD,CLS:0001681328,2024-12-31,M,1.0,018:RM:1800000000000000000001197471,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,11137327.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,6682396.2,1257940.0,6682396.2,1257940.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110095:3:1,P003,11137327.0,HKD,CLS:0001681323,2024-12-31,M,1.0,018:RM:1800000000000000000001197471,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,11137327.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,6682396.2,,0.0,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110095:1:1,P003,19369266.0,HKD,CLS:0001681328,2024-12-31,M,1.0,018:RM:1800000000000000000001197471,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,19369266.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,11621559.6,1257940.0,11621559.6,1257940.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110095:1:1,P003,19369266.0,HKD,CLS:0001681323,2024-12-31,M,1.0,018:RM:1800000000000000000001197471,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,19369266.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,11621559.6,,0.0,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102902:1:0,G007,99999999999.0,HKD,CLS:1000417226,2024-12-31,M,1.0,018:RM:1800000000000000000001039376,18,2025-01-31,2024-12-31,NX,2024-01-23,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,2000000.0,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103971:1:2,P001,31000000.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000929583,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,31000000.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,18600000.0,1650015.0,18600000.0,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000107652:1:1,P001,4709526.0,HKD,CLS:0001643000,2024-12-31,M,1.0,018:RM:1800000000000000000001156969,18,2046-01-29,2024-12-31,NX,2016-01-29,HKD,HKD,1.0,,4709526.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2825715.6,1511134.49,2825715.6,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000107656:3:1,P003,8888304.0,HKD,CLS:0001641199,2024-12-31,M,1.0,018:RM:1800000000000000000001156856,18,2025-04-30,2024-12-31,NX,2024-04-22,HKD,HKD,1.0,,8888304.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,5332982.399999999,1000000.0,5332982.399999999,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000107656:2:0,G007,99999999999.0,HKD,CLS:0001641199,2024-12-31,M,1.0,018:RM:1800000000000000000001156856,18,2025-04-30,2024-12-31,NX,2024-04-22,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,1000000.0,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000101095:3:0,G006,860000000.0,CNY,CLS:1000826437,2024-12-31,M,1.0600879,018:RM:1800000000000000000001092301,18,2026-07-27,2024-12-31,NX,2024-05-27,CNY,HKD,1.0,,911675610.5422974,14,STANDBY LETTER OF CREDIT,0.08,0.4,,1,2,,547005366.3253784,907435258.8653564,547005366.3253784,360429892.539978
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110152:5:0,O010,592617.0,USD,CLS:0001718211,2024-12-31,M,7.7629504,018:RM:1800000000000000000001192595,18,2025-04-30,2024-12-31,NX,2024-07-17,USD,HKD,1.0,,4600456.38927412,27,LIFE INSURANCE POLICY,0.5,0.4,,1,3,,2760273.833564472,2400000.0,2760273.833564472,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110178:3:0,G007,99999999999.0,HKD,CLS:0001687366,2024-12-31,M,1.0,018:RM:1800000000000000000001202506,18,2025-06-30,2024-12-31,NX,2024-06-27,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,3400000.0,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110178:1:1,P003,10904102.0,HKD,CLS:0001687366,2024-12-31,M,1.0,018:RM:1800000000000000000001202506,18,2025-06-30,2024-12-31,NX,2024-06-27,HKD,HKD,1.0,,10904102.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,6542461.2,3400000.0,6542461.2,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110178:2:1,P001,20671188.0,HKD,CLS:0001687366,2024-12-31,M,1.0,018:RM:1800000000000000000001202506,18,2025-06-30,2024-12-31,NX,2024-06-27,HKD,HKD,1.0,,20671188.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,12402712.799999999,3400000.0,12402712.799999999,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000109771:1:1,P001,10581679.0,HKD,CLS:0001673493,2024-12-31,M,1.0,018:RM:1800000000000000000001032087,18,2047-02-13,2024-12-31,NX,2017-02-13,HKD,HKD,1.0,,10581679.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,6349007.399999999,3912330.86,6349007.399999999,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000109771:2:0,G007,99999999999.0,HKD,CLS:0001673493,2024-12-31,M,1.0,018:RM:1800000000000000000001032087,18,2047-02-13,2024-12-31,NX,2017-02-13,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,3912330.86,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102521:2:1,P002,10994931.0,HKD,CLS:0001456809,2024-12-31,M,1.0,018:RM:1800000000000000000001035796,18,2025-05-31,2024-12-31,NX,2024-05-28,HKD,HKD,1.0,,10994931.0,31,COMMERCIAL PROPERTIES,0.5,0.4,HK RETAIL PPI,8,3,,6596958.6,214235.08,6596958.6,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102521:3:1,P003,2357482.0,HKD,CLS:0001456809,2024-12-31,M,1.0,018:RM:1800000000000000000001035796,18,2025-05-31,2024-12-31,NX,2024-05-28,HKD,HKD,1.0,,2357482.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,1414489.2,214235.08,1414489.2,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102521:1:1,P001,12274261.0,HKD,CLS:0001456809,2024-12-31,M,1.0,018:RM:1800000000000000000001035796,18,2025-05-31,2024-12-31,NX,2024-05-28,HKD,HKD,1.0,,12274261.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,7364556.6,214235.08,7364556.6,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102522:5:0,G007,99999999999.0,HKD,CLS:0001456809,2024-12-31,M,1.0,018:RM:1800000000000000000001035735,18,2025-05-31,2024-12-31,NX,2024-05-28,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,214235.08,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102522:1:0,G007,99999999999.0,HKD,CLS:0001456809,2024-12-31,M,1.0,018:RM:1800000000000000000001035735,18,2025-05-31,2024-12-31,NX,2024-05-28,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,214235.08,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110196:5:0,G007,99999999999.0,HKD,CLS:0001685656,2024-12-31,M,1.0,018:RM:1800000000000000000001119911,18,2025-05-31,2024-12-31,NX,2024-05-16,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,264808.56,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110196:1:1,P001,5476208.0,HKD,CLS:0001685656,2024-12-31,M,1.0,018:RM:1800000000000000000001119911,18,2025-05-31,2024-12-31,NX,2024-05-16,HKD,HKD,1.0,,5476208.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3285724.8,264808.56,3285724.8,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110196:2:1,P001,5192956.0,HKD,CLS:0001685656,2024-12-31,M,1.0,018:RM:1800000000000000000001119911,18,2025-05-31,2024-12-31,NX,2024-05-16,HKD,HKD,1.0,,5192956.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3115773.6,264808.56,3115773.6,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110196:3:1,P001,5192956.0,HKD,CLS:0001685656,2024-12-31,M,1.0,018:RM:1800000000000000000001119911,18,2025-05-31,2024-12-31,NX,2024-05-16,HKD,HKD,1.0,,5192956.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,3115773.6,264808.56,3115773.6,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110196:4:1,P001,3399026.0,HKD,CLS:0001685656,2024-12-31,M,1.0,018:RM:1800000000000000000001119911,18,2025-05-31,2024-12-31,NX,2024-05-16,HKD,HKD,1.0,,3399026.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,2039415.5999999999,264808.56,2039415.5999999999,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110232:3:0,G007,99999999999.0,HKD,CLS:0001688532,2024-12-31,M,1.0,018:RM:1800000000000000000001201584,18,2025-04-30,2024-12-31,NX,2024-05-23,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,399879.27984178066,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110232:1:1,P003,12031232.0,HKD,CLS:0001688532,2024-12-31,M,1.0,018:RM:1800000000000000000001201584,18,2025-04-30,2024-12-31,NX,2024-05-23,HKD,HKD,1.0,,12031232.0,32,INDUSTRIAL PROPERTIES,0.5,0.4,HK FLATTED FACTORIES PPI,8,3,,7218739.2,399879.27984178066,7218739.2,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110232:4:0,G007,99999999999.0,HKD,CLS:0001688532,2024-12-31,M,1.0,018:RM:1800000000000000000001201584,18,2025-04-30,2024-12-31,NX,2024-05-23,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,399879.27984178066,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110232:2:0,G007,99999999999.0,HKD,CLS:0001688532,2024-12-31,M,1.0,018:RM:1800000000000000000001201584,18,2025-04-30,2024-12-31,NX,2024-05-23,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,399879.27984178066,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110759:6:0,G007,99999999999.0,HKD,CLS:0001721542,2024-12-31,M,1.0,018:RM:1800000000000000000001217218,18,2038-08-27,2024-12-31,NX,2018-08-27,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,2202337.83,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110759:1:1,P001,27513127.0,HKD,CLS:0001721542,2024-12-31,M,1.0,018:RM:1800000000000000000001217218,18,2038-08-27,2024-12-31,NX,2018-08-27,HKD,HKD,1.0,,27513127.0,30,RESIDENTIAL PROPERTIES,0.5,0.4,HK RESIDENTIAL PPI,1,3,,16507876.2,2202337.83,16507876.2,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110759:4:1,P002,4703355.0,HKD,CLS:0001721542,2024-12-31,M,1.0,018:RM:1800000000000000000001217218,18,2038-08-27,2024-12-31,NX,2018-08-27,HKD,HKD,1.0,,4703355.0,31,COMMERCIAL PROPERTIES,0.5,0.4,HK RETAIL PPI,8,3,,2822013.0,2202337.83,2822013.0,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110759:5:0,G007,99999999999.0,HKD,CLS:0001721542,2024-12-31,M,1.0,018:RM:1800000000000000000001217218,18,2038-08-27,2024-12-31,NX,2018-08-27,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,2202337.83,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110759:9:0,G007,99999999999.0,HKD,CLS:0001721542,2024-12-31,M,1.0,018:RM:1800000000000000000001217218,18,2038-08-27,2024-12-31,NX,2018-08-27,HKD,HKD,1.0,,99999999999.0,15,CORP/J&S/PARTNER/SOLE-PROP/PERSONAL,0.5,0.9,,1,3,,9999999999.899998,2202337.83,9999999999.899998,0
hk,PLEDGE_COLLATERAL,CLS:180000000000000000110759:2:1,P002,52912751.0,HKD,CLS:0001721542,2024-12-31,M,1.0,018:RM:1800000000000000000001217218,18,2038-08-27,2024-12-31,NX,2018-08-27,HKD,HKD,1.0,,52912751.0,31,COMMERCIAL PROPERTIES,0.5,0.4,HK RETAIL PPI,8,3,,31747650.599999998,2202337.83,31747650.599999998,0
