timestamp,facility_nr,collateral_agreement_type,collateral_agreement_id,collateral_amount_hke,haircut,post_haircut_coll_amt,post_ccf_base_amt_fac_level,allocated_collateral_amount
20251124_180702,CLS:1000599009,P001,CLS:180000000000000003288184:1:1,4288075.0,0.4,2572845.0,2545314.94,2572845.0
20251124_180702,CLS:1000643758,P001,CLS:180000000000000003293319:1:2,12950049.0,0.4,7770029.399999999,,7770029.399999999
20251124_180702,CLS:1000626883,O007,CLS:180000000000000003301494:5:0,906901.0,0.4,544140.6,650000.0,544140.6
20251124_180702,CLS:1000626883,O007,CLS:180000000000000003301494:14:0,96234.0,0.4,57740.4,650000.0,57740.4
20251124_180702,CLS:1000626883,O007,CLS:180000000000000003301494:7:0,267900.0,0.4,160740.0,650000.0,160740.0
20251124_180702,CLS:1000626883,O007,CLS:180000000000000003301494:10:0,490400.0,0.4,294240.0,650000.0,294240.0
20251124_180702,CLS:1000626883,O007,CLS:180000000000000003301494:11:0,80362.06275177002,0.4,48217.23765106201,650000.0,48217.23765106201
20251124_180702,CLS:1000626883,T005,CLS:180000000000000003301494:2:0,30096.95877981186,0.0,30096.95877981186,650000.0,30096.95877981186
20251124_180702,CLS:1000626883,O007,CLS:180000000000000003301494:8:0,350712.0,0.4,210427.19999999998,650000.0,210427.19999999998
20251124_180702,CLS:1000626883,O007,CLS:180000000000000003301494:13:0,96899.0,0.4,58139.4,650000.0,58139.4
20251124_180702,CLS:1000626883,T004,CLS:180000000000000003301494:1:0,60532.0,0.0,60532.0,650000.0,60532.0
20251124_180702,CLS:1000626883,T005,CLS:180000000000000003301494:3:0,0.0,0.0,0.0,650000.0,0.0
20251124_180702,CLS:1000626883,S001,CLS:180000000000000003301494:9:0,412000.0,0.25,309000.0,650000.0,309000.0
20251124_180702,CLS:1000631288,P001,CLS:180000000000000003303258:1:1,6212688.0,0.4,3727612.8,4436068.51,3727612.8
20251124_180702,CLS:1000643758,G007,CLS:180000000000000003303266:9:0,99999999999.0,0.9,9999999999.899998,,9999999999.899998
20251124_180702,CLS:1000643758,P005,CLS:180000000000000003303266:7:1,1904418.0,0.4,1142650.8,,1142650.8
20251124_180702,CLS:1000643758,P001,CLS:180000000000000003303266:4:1,11236071.0,0.4,6741642.6,,6741642.6
20251124_180702,CLS:1000643758,P005,CLS:180000000000000003303266:8:1,1904418.0,0.4,1142650.8,,1142650.8
20251124_180702,CLS:1000643758,P001,CLS:180000000000000003303266:5:1,4475384.0,0.4,2685230.4,,2685230.4
20251124_180702,CLS:1000643758,P001,CLS:180000000000000003303266:6:1,7617675.0,0.4,4570605.0,,4570605.0
20251124_180702,CLS:1000643758,P004,CLS:180000000000000003303267:6:2,52105936.0,0.4,31263561.599999998,,31263561.599999998
20251124_180702,CLS:1000643758,P001,CLS:180000000000000003303267:3:2,7141571.0,0.4,4284942.6,,4284942.6
20251124_180702,CLS:1000643758,P001,CLS:180000000000000003303267:5:2,7617675.0,0.4,4570605.0,,4570605.0
20251124_180702,CLS:1000643758,P001,CLS:180000000000000003303267:1:2,6570245.0,0.4,3942147.0,,3942147.0
20251124_180702,CLS:1000643758,P001,CLS:180000000000000003303267:4:2,5332373.0,0.4,3199423.8,,3199423.8
20251124_180702,CLS:1000642699,P002,CLS:180000000000000003308237:1:1,18549743.0,0.4,11129845.799999999,5907128.32,11129845.799999999
20251124_180702,CLS:0001389856,P001,CLS:180000000000000000043256:2:1,3912420.0,0.4,2347452.0,275951.77,2347452.0
20251124_180702,CLS:0000002992,G007,CLS:180000000000000000041154:2:0,99999999999.0,0.9,9999999999.899998,2000000.0,9999999999.899998
20251124_180702,CLS:1000448679,P001,CLS:180000000000000003242074:1:1,4843208.0,0.4,2905924.8,4309438.63,2905924.8
20251124_180702,CLS:0001720878,G007,CLS:180000000000000000100782:39:0,99999999999.0,0.9,9999999999.899998,2651756.4,9999999999.899998
20251124_180702,CLS:0001720878,G007,CLS:180000000000000000100782:38:0,99999999999.0,0.9,9999999999.899998,2651756.4,9999999999.899998
20251124_180702,CLS:0001720878,P003,CLS:180000000000000000100782:41:1,17788549.0,0.4,10673129.4,2651756.4,10673129.4
20251124_180702,CLS:0001720878,P001,CLS:180000000000000000100782:44:1,3808837.0,0.4,2285302.1999999997,2651756.4,2285302.1999999997
20251124_180702,CLS:0001720878,P002,CLS:180000000000000000100782:34:1,12533469.0,0.4,7520081.399999999,2651756.4,7520081.399999999
20251124_180702,CLS:0001720878,P003,CLS:180000000000000000100782:40:1,16876316.0,0.4,10125789.6,2651756.4,10125789.6
20251124_180702,CLS:0001720878,P005,CLS:180000000000000000100782:36:1,1237872.0,0.4,742723.2,2651756.4,742723.2
20251124_180702,CLS:0001432855,P001,CLS:180000000000000000102211:12:1,4951489.0,0.4,2970893.4,606936.4972998524,627849.4095334404
20251124_180702,CLS:0001512155,P001,CLS:180000000000000000102211:12:1,4951489.0,0.4,2970893.4,2265000.0,2343043.99046656
20251124_180702,CLS:0001432855,P001,CLS:180000000000000000102211:13:1,4951489.0,0.4,2970893.4,606936.4972998524,627849.4095334404
20251124_180702,CLS:0001512155,P001,CLS:180000000000000000102211:13:1,4951489.0,0.4,2970893.4,2265000.0,2343043.99046656
20251124_180702,CLS:0001432855,G007,CLS:180000000000000000102211:4:0,99999999999.0,0.9,9999999999.899998,606936.4972998524,2113335367.49303
20251124_180702,CLS:0001512155,G007,CLS:180000000000000000102211:4:0,99999999999.0,0.9,9999999999.899998,2265000.0,7886664632.406968
20251124_180702,CLS:0001432855,P001,CLS:180000000000000000102211:23:1,5618035.0,0.4,3370821.0,606936.4972998524,712367.5236859461
20251124_180702,CLS:0001512155,P001,CLS:180000000000000000102211:23:1,5618035.0,0.4,3370821.0,2265000.0,2658453.4763140543
20251124_180702,CLS:0001432855,P001,CLS:180000000000000000102211:24:1,5618035.0,0.4,3370821.0,606936.4972998524,712367.5236859461
20251124_180702,CLS:0001512155,P001,CLS:180000000000000000102211:24:1,5618035.0,0.4,3370821.0,2265000.0,2658453.4763140543
20251124_180702,CLS:0001432855,P005,CLS:180000000000000000102211:11:1,906364.0,0.4,543818.4,606936.4972998524,114927.06582249646
20251124_180702,CLS:0001512155,P005,CLS:180000000000000000102211:11:1,906364.0,0.4,543818.4,2265000.0,428891.3341775036
20251124_180702,CLS:0001432855,G007,CLS:180000000000000000102211:27:0,99999999999.0,0.9,9999999999.899998,606936.4972998524,2113335367.49303
20251124_180702,CLS:0001512155,G007,CLS:180000000000000000102211:27:0,99999999999.0,0.9,9999999999.899998,2265000.0,7886664632.406968
20251124_180702,CLS:0001432855,P005,CLS:180000000000000000102211:10:1,999819.0,0.4,599891.4,606936.4972998524,126777.17122875864
20251124_180702,CLS:0001512155,P005,CLS:180000000000000000102211:10:1,999819.0,0.4,599891.4,2265000.0,473114.22877124144
20251124_180702,CLS:0001432855,P005,CLS:180000000000000000102211:9:1,999819.0,0.4,599891.4,606936.4972998524,126777.17122875864
20251124_180702,CLS:0001512155,P005,CLS:180000000000000000102211:9:1,999819.0,0.4,599891.4,2265000.0,473114.22877124144
20251124_180702,CLS:0001432855,P001,CLS:180000000000000000102211:7:1,5427594.0,0.4,3256556.4,606936.4972998524,688219.5816424602
20251124_180702,CLS:0001512155,P001,CLS:180000000000000000102211:7:1,5427594.0,0.4,3256556.4,2265000.0,2568336.81835754
20251124_180702,CLS:0001432855,P001,CLS:180000000000000000102211:15:1,12378723.0,0.4,7427233.8,606936.4972998524,1569623.587233662
20251124_180702,CLS:0001512155,P001,CLS:180000000000000000102211:15:1,12378723.0,0.4,7427233.8,2265000.0,5857610.212766338
20251124_180702,CLS:0001432855,P001,CLS:180000000000000000102211:21:1,4951489.0,0.4,2970893.4,606936.4972998524,627849.4095334404
20251124_180702,CLS:0001512155,P001,CLS:180000000000000000102211:21:1,4951489.0,0.4,2970893.4,2265000.0,2343043.99046656
20251124_180702,CLS:0001432855,P005,CLS:180000000000000000102211:22:1,999819.0,0.4,599891.4,606936.4972998524,126777.17122875864
20251124_180702,CLS:0001512155,P005,CLS:180000000000000000102211:22:1,999819.0,0.4,599891.4,2265000.0,473114.22877124144
20251124_180702,CLS:0001512810,P001,CLS:180000000000000000102255:1:1,20558303.0,0.4,12334981.799999999,1750000.0,12334981.799999999
20251124_180702,CLS:0001512810,G007,CLS:180000000000000000102255:2:0,99999999999.0,0.9,9999999999.899998,1750000.0,9999999999.899998
20251124_180702,CLS:0001652138,G007,CLS:180000000000000000102261:14:0,99999999999.0,0.9,9999999999.899998,380000.0,9999999999.899998
20251124_180702,CLS:0001652138,G007,CLS:180000000000000000102261:11:0,99999999999.0,0.9,9999999999.899998,380000.0,9999999999.899998
20251124_180702,CLS:0001652138,O010,CLS:180000000000000000102261:12:0,1502701.0,0.4,901620.6,380000.0,901620.6
20251124_180702,CLS:0001617632,G007,CLS:180000000000000000103606:8:0,99999999999.0,0.9,9999999999.899998,28000000.0,9999999999.899998
20251124_180702,CLS:0001617632,G007,CLS:180000000000000000103606:2:0,99999999999.0,0.9,9999999999.899998,28000000.0,9999999999.899998
20251124_180702,CLS:0001617632,P002,CLS:180000000000000000103606:7:1,42502449.0,0.4,25501469.4,28000000.0,25501469.4
20251124_180702,CLS:0001370120,P003,CLS:180000000000000000103648:1:1,38738532.0,0.4,23243119.2,1000000.0,23243119.2
20251124_180702,CLS:0001601654,P001,CLS:180000000000000000105195:1:1,9522094.0,0.4,5713256.399999999,1600000.0,5713256.399999999
20251124_180702,CLS:0001601654,G007,CLS:180000000000000000105195:2:0,99999999999.0,0.9,9999999999.899998,1600000.0,9999999999.899998
20251124_180702,CLS:0001432855,P002,CLS:180000000000000000106830:1:2,555053.0,0.4,333031.8,606936.4972998524,70380.78814469035
20251124_180702,CLS:0001512155,P002,CLS:180000000000000000106830:1:2,555053.0,0.4,333031.8,2265000.0,262651.01185530965
20251124_180702,CLS:0001432855,P003,CLS:180000000000000000106830:5:2,5017283.0,0.4,3010369.8,606936.4972998524,636192.0967636539
20251124_180702,CLS:0001512155,P003,CLS:180000000000000000106830:5:2,5017283.0,0.4,3010369.8,2265000.0,2374177.703236346
20251124_180702,CLS:0001674793,P001,CLS:180000000000000000109891:2:1,5936351.0,0.4,3561810.6,2523789.67,3561810.6
20251124_180702,CLS:1000450180,P001,CLS:180000000000000003241967:1:1,21960006.0,0.4,13176003.6,8185905.92,13176003.6
20251124_180702,CLS:1000450180,G007,CLS:180000000000000003241967:2:0,99999999999.0,0.9,9999999999.899998,8185905.92,9999999999.899998
20251124_180702,CLS:1000078199,G007,CLS:180000000000000003109933:1:0,99999999999.0,0.9,9999999999.899998,1906354.8,9999999999.899998
20251124_180702,CLS:1000078199,P001,CLS:180000000000000003109933:2:1,3585824.0,0.4,2151494.4,1906354.8,2151494.4
20251124_180702,CLS:0001676071,P001,CLS:180000000000000001044616:1:1,3738398.0,0.4,2243038.8,1156435.96,2243038.8
20251124_180702,CLS:0001721131,P005,CLS:180000000000000001048582:1:1,1982069.0,0.4,1189241.4,44875.04,1189241.4
20251124_180702,CLS:0001539423,P001,CLS:180000000000000001499855:1:1,9229661.0,0.4,5537796.6,1000000.0,5537796.6
20251124_180702,CLS:0001539423,G007,CLS:180000000000000001499856:4:0,99999999999.0,0.9,9999999999.899998,1000000.0,9999999999.899998
20251124_180702,CLS:0001539423,G007,CLS:180000000000000001499856:1:0,99999999999.0,0.9,9999999999.899998,1000000.0,9999999999.899998
20251124_180702,CLS:1000097589,P001,CLS:180000000000000003113132:5:1,3687140.0,0.4,2212284.0,1083173.58,2212284.0
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163874:3:2,3242333.0,0.4,1945399.7999999998,4200000.0,1945399.7999999998
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163874:1:2,3029022.0,0.4,1817413.2,4200000.0,1817413.2
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163874:5:2,3327658.0,0.4,1996594.7999999998,4200000.0,1996594.7999999998
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163874:2:2,3242333.0,0.4,1945399.7999999998,4200000.0,1945399.7999999998
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163874:4:2,3157009.0,0.4,1894205.4,4200000.0,1894205.4
20251124_180702,CLS:1000291471,P001,CLS:180000000000000003163874:11:2,28781625.0,0.4,17268975.0,4200000.0,17268975.0
20251124_180702,CLS:1000291471,G007,CLS:180000000000000003163875:5:0,99999999999.0,0.9,9999999999.899998,4200000.0,9999999999.899998
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163875:1:1,2986360.0,0.4,1791816.0,4200000.0,1791816.0
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163875:2:1,3157009.0,0.4,1894205.4,4200000.0,1894205.4
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163875:7:1,56058246.0,0.4,33634947.6,4200000.0,33634947.6
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163875:11:1,4564864.0,0.4,2738918.4,4200000.0,2738918.4
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163875:10:1,3157009.0,0.4,1894205.4,4200000.0,1894205.4
20251124_180702,CLS:1000291471,G007,CLS:180000000000000003163875:6:0,99999999999.0,0.9,9999999999.899998,4200000.0,9999999999.899998
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163875:9:1,3157009.0,0.4,1894205.4,4200000.0,1894205.4
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163875:3:1,3157009.0,0.4,1894205.4,4200000.0,1894205.4
20251124_180702,CLS:1000291471,P003,CLS:180000000000000003163875:4:1,3284996.0,0.4,1970997.5999999999,4200000.0,1970997.5999999999
20251124_180702,CLS:1000417226,G007,CLS:180000000000000001499804:3:0,99999999999.0,0.9,9999999999.899998,2000000.0,9999999999.899998
20251124_180702,CLS:1000417226,T001,CLS:180000000000000001499804:1:0,7610385.0,0.0,7610385.0,2000000.0,7610385.0
20251124_180702,CLS:1000417226,G007,CLS:180000000000000001499804:2:0,99999999999.0,0.9,9999999999.899998,2000000.0,9999999999.899998
20251124_180702,CLS:1000417226,T001,CLS:180000000000000001499804:4:0,3205487.0,0.0,3205487.0,2000000.0,3205487.0
20251124_180702,CLS:1000252701,P002,CLS:180000000000000001035592:1:2,32488682.0,0.4,19493209.2,2000000.0,19493209.2
20251124_180702,CLS:1000300505,O010,CLS:180000000000000003173441:1:0,2515087.0,0.4,1509052.2,37.43,1509052.2
20251124_180702,CLS:1000435093,P001,CLS:180000000000000003238776:1:1,31157740.0,0.4,18694644.0,125526.90829753876,18694644.0
20251124_180702,CLS:1000435093,P003,CLS:180000000000000003238776:2:1,4986981.0,0.4,2992188.6,125526.90829753876,2992188.6
20251124_180702,CLS:1000435093,G007,CLS:180000000000000003238777:1:0,99999999999.0,0.9,9999999999.899998,125526.90829753876,9999999999.899998
20251124_180702,CLS:1000377422,P001,CLS:180000000000000003221958:1:1,2653635.0,0.4,1592181.0,1518141.47,1592181.0
20251124_180702,CLS:0001631842,P001,CLS:180000000000000001038291:1:1,3204587.0,0.4,1922752.2,528455.07,1922752.2
20251124_180702,CLS:1000409403,P001,CLS:180000000000000003232145:2:1,5435971.0,0.4,3261582.6,1342378.32,3261582.6
20251124_180702,CLS:1000741933,T005,CLS:180000000000000003245921:10:0,0.0,0.0,0.0,855154.24,0.0
20251124_180702,CLS:1000741933,T004,CLS:180000000000000003245921:9:0,2.0,0.0,2.0,855154.24,2.0
20251124_180702,CLS:1000741933,T005,CLS:180000000000000003245921:11:0,24.38202214241028,0.0,24.38202214241028,855154.24,24.38202214241028
20251124_180702,CLS:1000741933,O007,CLS:180000000000000003245921:27:0,2175463.0,0.4,1305277.8,855154.24,1305277.8
20251124_180702,CLS:1000741933,O007,CLS:180000000000000003245921:28:0,1479843.0,0.4,887905.7999999999,855154.24,887905.7999999999
20251124_180702,CLS:1000420958,P001,CLS:180000000000000003234223:1:1,14610044.0,0.4,8766026.4,400000.0,8766026.4
20251124_180702,CLS:1000420958,G007,CLS:180000000000000003234224:1:0,99999999999.0,0.9,9999999999.899998,400000.0,9999999999.899998
20251124_180702,CLS:1000416869,P001,CLS:180000000000000003234227:3:1,11357054.0,0.4,6814232.399999999,8000000.0,6814232.399999999
20251124_180702,CLS:1000416869,P001,CLS:180000000000000003234227:2:1,35864383.0,0.4,21518629.8,8000000.0,21518629.8
20251124_180702,CLS:1000416869,G007,CLS:180000000000000003234227:1:0,99999999999.0,0.9,9999999999.899998,8000000.0,9999999999.899998
20251124_180702,CLS:1000448225,G007,CLS:180000000000000003239668:2:0,99999999999.0,0.9,9999999999.899998,5547500.0,9999999999.899998
20251124_180702,CLS:1000448225,P002,CLS:180000000000000003239668:1:1,58191108.0,0.4,34914664.8,5547500.0,34914664.8
20251124_180702,CLS:1000438392,P001,CLS:180000000000000003239694:1:1,6380734.0,0.4,3828440.4,4334331.41,3828440.4
20251124_180702,CLS:1000468790,P002,CLS:180000000000000003246185:1:1,8457639.0,0.4,5074583.399999999,200000.0,5074583.399999999
20251124_180702,CLS:1000468790,G007,CLS:180000000000000003246186:1:0,99999999999.0,0.9,9999999999.899998,200000.0,9999999999.899998
20251124_180702,CLS:1000468790,G007,CLS:180000000000000003246186:2:0,99999999999.0,0.9,9999999999.899998,200000.0,9999999999.899998
20251124_180702,CLS:1000595941,O010,CLS:180000000000000003239829:1:0,13183680.0,0.4,7910208.0,11401000.0,7910208.0
20251124_180702,CLS:1000400933,P001,CLS:180000000000000003229492:2:1,11426513.0,0.4,6855907.8,361863.19,6855907.8
20251124_180702,CLS:1000400933,P003,CLS:180000000000000003229492:3:1,33752632.0,0.4,20251579.2,361863.19,20251579.2
20251124_180702,CLS:1000400933,G007,CLS:180000000000000003229492:1:0,99999999999.0,0.9,9999999999.899998,361863.19,9999999999.899998
20251124_180702,CLS:1000400933,P003,CLS:180000000000000003229492:4:1,11220469.0,0.4,6732281.399999999,361863.19,6732281.399999999
20251124_180702,CLS:1000400922,P001,CLS:180000000000000003229648:1:1,4198398.0,0.4,2519038.8,4422336.37,2519038.8
20251124_180702,CLS:1000311563,P001,CLS:180000000000000003178386:1:1,80000000.0,0.4,48000000.0,4785000.0,48000000.0
20251124_180702,CLS:1000311563,G007,CLS:180000000000000003178386:3:0,99999999999.0,0.9,9999999999.899998,4785000.0,9999999999.899998
20251124_180702,CLS:1000311563,G007,CLS:180000000000000003178386:2:0,99999999999.0,0.9,9999999999.899998,4785000.0,9999999999.899998
20251124_180702,CLS:1000471413,P001,CLS:180000000000000003229208:2:2,7986595.0,0.4,4791957.0,2000000.0,4791957.0
20251124_180702,CLS:1000471413,P001,CLS:180000000000000003229208:1:2,6295316.0,0.4,3777189.5999999996,2000000.0,3777189.5999999996
20251124_180702,CLS:1000292177,P002,CLS:180000000000000001251770:11:1,95174286.0,0.4,57104571.6,576000.0,57104571.6
20251124_180702,CLS:1000292177,P001,CLS:180000000000000001251770:13:1,13082556.0,0.4,7849533.6,576000.0,7849533.6
20251124_180702,CLS:1000292177,P003,CLS:180000000000000001251770:12:1,5290123.0,0.4,3174073.8,576000.0,3174073.8
20251124_180702,CLS:1000292177,G007,CLS:180000000000000001251770:14:0,99999999999.0,0.9,9999999999.899998,576000.0,9999999999.899998
20251124_180702,CLS:1000292177,G007,CLS:180000000000000001251770:16:0,99999999999.0,0.9,9999999999.899998,576000.0,9999999999.899998
20251124_180702,CLS:1000292177,G007,CLS:180000000000000001251770:15:0,99999999999.0,0.9,9999999999.899998,576000.0,9999999999.899998
20251124_180702,CLS:1000292177,G007,CLS:180000000000000001251770:17:0,99999999999.0,0.9,9999999999.899998,576000.0,9999999999.899998
20251124_180702,CLS:1000299329,P001,CLS:180000000000000003173064:1:1,6096513.0,0.4,3657907.8,4138370.61,3657907.8
20251124_180702,CLS:0001621163,P001,CLS:180000000000000001038521:1:1,3991766.0,0.4,2395059.6,2093590.41,2395059.6
20251124_180702,CLS:0001370120,G007,CLS:180000000000000001498059:5:0,99999999999.0,0.9,9999999999.899998,1000000.0,9999999999.899998
20251124_180702,CLS:0001370120,G007,CLS:180000000000000001498059:6:0,99999999999.0,0.9,9999999999.899998,1000000.0,9999999999.899998
20251124_180702,CLS:0001370120,G007,CLS:180000000000000001498059:1:0,99999999999.0,0.9,9999999999.899998,1000000.0,9999999999.899998
20251124_180702,CLS:0001370120,G007,CLS:180000000000000001498059:3:0,99999999999.0,0.9,9999999999.899998,1000000.0,9999999999.899998
20251124_180702,CLS:0001370120,P003,CLS:180000000000000001498060:15:1,38738532.0,0.4,23243119.2,1000000.0,23243119.2
20251124_180702,CLS:0001370120,P003,CLS:180000000000000001498060:14:1,32854520.0,0.4,19712712.0,1000000.0,19712712.0
20251124_180702,CLS:0001370120,P001,CLS:180000000000000001498060:13:1,6475513.0,0.4,3885307.8,1000000.0,3885307.8
20251124_180702,CLS:0001370120,P003,CLS:180000000000000001498060:17:1,25450684.0,0.4,15270410.399999999,1000000.0,15270410.399999999
20251124_180702,CLS:0001370120,P003,CLS:180000000000000001498060:16:1,25450684.0,0.4,15270410.399999999,1000000.0,15270410.399999999
20251124_180702,CLS:1000271680,O010,CLS:180000000000000003159503:1:0,1446332.0,0.4,867799.2,,867799.2
20251124_180702,CLS:0001631496,G007,CLS:180000000000000001029951:3:0,99999999999.0,0.9,9999999999.899998,2091796.41,9999999999.899998
20251124_180702,CLS:0001631496,P001,CLS:180000000000000001029951:1:1,21149108.0,0.4,12689464.799999999,2091796.41,12689464.799999999
20251124_180702,CLS:0001470067,P001,CLS:180000000000000001029956:1:1,2855460.0,0.4,1713276.0,286354.22,1713276.0
20251124_180702,CLS:1000451267,P001,CLS:180000000000000001029995:2:2,192394178.0,0.4,115436506.8,80000000.0,115436506.8
20251124_180702,CLS:1000451267,P002,CLS:180000000000000001029995:3:2,11442967.0,0.4,6865780.2,80000000.0,6865780.2
20251124_180702,CLS:0001645304,P001,CLS:180000000000000001035523:2:1,3388620.0,0.4,2033172.0,452643.71,2033172.0
20251124_180702,CLS:0001720334,P001,CLS:180000000000000001048178:1:1,2284169.0,0.4,1370501.4,1172888.25,1370501.4
20251124_180702,CLS:1000313226,G007,CLS:180000000000000003178959:1:0,99999999999.0,0.9,9999999999.899998,1712030.34,9999999999.899998
20251124_180702,CLS:1000313226,P001,CLS:180000000000000003178959:2:1,3035610.0,0.4,1821366.0,1712030.34,1821366.0
20251124_180702,CLS:1000313591,O010,CLS:180000000000000003179035:1:0,1974229.0,0.4,1184537.4,,1184537.4
20251124_180702,CLS:1000313600,P002,CLS:180000000000000003179072:2:1,37236981.0,0.4,22342188.599999998,13417638.81,22342188.599999998
20251124_180702,CLS:1000313600,G007,CLS:180000000000000003179072:1:0,99999999999.0,0.9,9999999999.899998,13417638.81,9999999999.899998
20251124_180702,CLS:1000054665,P002,CLS:180000000000000001033513:3:1,11829424.0,0.4,7097654.399999999,1112771.12,7097654.399999999
20251124_180702,CLS:1000054665,G007,CLS:180000000000000001033513:5:0,99999999999.0,0.9,9999999999.899998,1112771.12,9999999999.899998
20251124_180702,CLS:1000054665,G007,CLS:180000000000000001033513:4:0,99999999999.0,0.9,9999999999.899998,1112771.12,9999999999.899998
20251124_180702,CLS:1000054665,P002,CLS:180000000000000001033513:2:1,4980810.0,0.4,2988486.0,1112771.12,2988486.0
20251124_180702,CLS:1000654436,S004,CLS:180000000000000003177629:2:0,7.762950420379639,0.9,0.7762950420379637,32201868.19195101,0.7762950420379637
20251124_180702,CLS:1000654436,O009,CLS:180000000000000003177629:3:0,7.762950420379639,0.9,0.7762950420379637,32201868.19195101,0.7762950420379637
20251124_180702,CLS:1000654436,O009,CLS:180000000000000003177629:4:0,7.762950420379639,0.9,0.7762950420379637,32201868.19195101,0.7762950420379637
20251124_180702,CLS:1000654436,G007,CLS:180000000000000003177629:1:0,70441586.57285595,0.9,7044158.657285593,32201868.19195101,7044158.657285593
20251124_180702,CLS:1000297514,P001,CLS:180000000000000000102791:6:1,22245850.0,0.4,13347510.0,11700000.0,9186227.470588235
20251124_180702,CLS:1000614248,P001,CLS:180000000000000000102791:6:1,22245850.0,0.4,13347510.0,5300000.0,4161282.529411765
20251124_180702,CLS:1000297514,G007,CLS:180000000000000000102791:10:0,99999999999.0,0.9,9999999999.899998,11700000.0,6882352941.107645
20251124_180702,CLS:1000614248,G007,CLS:180000000000000000102791:10:0,99999999999.0,0.9,9999999999.899998,5300000.0,3117647058.792352
20251124_180702,CLS:1000297514,P001,CLS:180000000000000000102791:4:1,29345590.0,0.4,17607354.0,11700000.0,12118002.45882353
20251124_180702,CLS:1000614248,P001,CLS:180000000000000000102791:4:1,29345590.0,0.4,17607354.0,5300000.0,5489351.541176471
20251124_180702,CLS:1000297514,P002,CLS:180000000000000000102791:8:1,10135199.0,0.4,6081119.399999999,11700000.0,4185240.998823529
20251124_180702,CLS:1000614248,P002,CLS:180000000000000000102791:8:1,10135199.0,0.4,6081119.399999999,5300000.0,1895878.4011764703
20251124_180702,CLS:1000297514,G007,CLS:180000000000000000102791:9:0,99999999999.0,0.9,9999999999.899998,11700000.0,6882352941.107645
20251124_180702,CLS:1000614248,G007,CLS:180000000000000000102791:9:0,99999999999.0,0.9,9999999999.899998,5300000.0,3117647058.792352
20251124_180702,CLS:1000297514,P001,CLS:180000000000000000102791:5:1,7099739.0,0.4,4259843.399999999,11700000.0,2931774.5752941174
20251124_180702,CLS:1000614248,P001,CLS:180000000000000000102791:5:1,7099739.0,0.4,4259843.399999999,5300000.0,1328068.8247058822
20251124_180702,CLS:1000297514,P002,CLS:180000000000000000102791:7:1,6538838.0,0.4,3923302.8,11700000.0,2700155.456470588
20251124_180702,CLS:1000614248,P002,CLS:180000000000000000102791:7:1,6538838.0,0.4,3923302.8,5300000.0,1223147.3435294118
20251124_180702,CLS:0001405155,O009,CLS:180000000000000000101793:1:0,1.0,0.9,0.09999999999999998,14975281.98698564,0.05093045008972178
20251124_180702,CLS:0001406211,O009,CLS:180000000000000000101793:1:0,1.0,0.9,0.09999999999999998,1981954.8350929068,0.0067405643443980675
20251124_180702,CLS:0001483150,O009,CLS:180000000000000000101793:1:0,1.0,0.9,0.09999999999999998,2115821.636286068,0.00719584100915564
20251124_180702,CLS:0001406213,O009,CLS:180000000000000000101793:1:0,1.0,0.9,0.09999999999999998,2281108.5911581945,0.007757976601187415
20251124_180702,CLS:0001405104,O009,CLS:180000000000000000101793:1:0,1.0,0.9,0.09999999999999998,8049229.073237523,0.027375167955537093
20251124_180702,CLS:0001405155,G007,CLS:180000000000000000101793:19:0,99999999999.0,0.9,9999999999.899998,14975281.98698564,5093045008.9212475
20251124_180702,CLS:0001406211,G007,CLS:180000000000000000101793:19:0,99999999999.0,0.9,9999999999.899998,1981954.8350929068,674056434.4330661
20251124_180702,CLS:0001483150,G007,CLS:180000000000000000101793:19:0,99999999999.0,0.9,9999999999.899998,2115821.636286068,719584100.9083681
20251124_180702,CLS:0001406213,G007,CLS:180000000000000000101793:19:0,99999999999.0,0.9,9999999999.899998,2281108.5911581945,775797660.1109835
20251124_180702,CLS:0001405104,G007,CLS:180000000000000000101793:19:0,99999999999.0,0.9,9999999999.899998,8049229.073237523,2737516795.5263343
20251124_180702,CLS:0001406211,T003,CLS:180000000000000000101793:3:0,130394930.2989521,0.4,78236958.17937125,1981954.8350929068,10747220.051585808
20251124_180702,CLS:0001483150,T003,CLS:180000000000000000101793:3:0,130394930.2989521,0.4,78236958.17937125,2115821.636286068,11473117.506235601
20251124_180702,CLS:0001406213,T003,CLS:180000000000000000101793:3:0,130394930.2989521,0.4,78236958.17937125,2281108.5911581945,12369391.853266323
20251124_180702,CLS:0001405104,T003,CLS:180000000000000000101793:3:0,130394930.2989521,0.4,78236958.17937125,8049229.073237523,43647228.76828353
