region_brch,product_type_brch,collateral_agreement_id,collateral_agreement_type,collateral_amount,collateral_currency,facility_nr,as_of_dt,multiply_divide_ind,rate,customer_nr,entity,maturity_date,rec_ref_dt,source_system,start_date,from_currency,to_currency,lcy_to_hkd,deal_dt,collateral_amount_hke
hk,PLEDGE_COLLATERAL,CLS:180000000000000003282067:6:0,G007,470000000.0,HKD,CLS:1000587307,2024-12-31,M,1.0,018:RM:1800000000000000000001324321,18,2024-10-16,2024-12-31,NX,2023-12-28,HKD,HKD,1.0,,470000000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003282067:11:1,P001,28890753.0,HKD,CLS:1000587307,2024-12-31,M,1.0,018:RM:1800000000000000000001324321,18,2024-10-16,2024-12-31,NX,2023-12-28,HKD,HKD,1.0,,28890753.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003282067:12:1,P001,171451676.0,HKD,CLS:1000587307,2024-12-31,M,1.0,018:RM:1800000000000000000001324321,18,2024-10-16,2024-12-31,NX,2023-12-28,HKD,HKD,1.0,,171451676.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003282067:8:0,G007,470000000.0,HKD,CLS:1000587307,2024-12-31,M,1.0,018:RM:1800000000000000000001324321,18,2024-10-16,2024-12-31,NX,2023-12-28,HKD,HKD,1.0,,470000000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003282067:7:0,G007,470000000.0,HKD,CLS:1000587307,2024-12-31,M,1.0,018:RM:1800000000000000000001324321,18,2024-10-16,2024-12-31,NX,2023-12-28,HKD,HKD,1.0,,470000000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003282067:3:1,P002,64021815.0,HKD,CLS:1000587307,2024-12-31,M,1.0,018:RM:1800000000000000000001324321,18,2024-10-16,2024-12-31,NX,2023-12-28,HKD,HKD,1.0,,64021815.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003282067:14:1,P002,13377692.0,HKD,CLS:1000587307,2024-12-31,M,1.0,018:RM:1800000000000000000001324321,18,2024-10-16,2024-12-31,NX,2023-12-28,HKD,HKD,1.0,,13377692.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003282067:13:1,P004,1394726.0,HKD,CLS:1000587307,2024-12-31,M,1.0,018:RM:1800000000000000000001324321,18,2024-10-16,2024-12-31,NX,2023-12-28,HKD,HKD,1.0,,1394726.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003287074:1:1,P001,3322363.0,HKD,CLS:1000669776,2024-12-31,M,1.0,018:RM:1800000000000000000001335285,18,2037-08-25,2024-12-31,NX,2022-08-25,HKD,HKD,1.0,,3322363.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303937:2:0,O010,184300.0,USD,CLS:1000678198,2024-12-31,M,7.7629504,018:RM:1800000000000000000001382061,18,2025-09-30,2024-12-31,NX,2024-09-19,USD,HKD,1.0,,1430711.7624759674
hk,PLEDGE_COLLATERAL,CLS:180000000000000003287156:1:1,P003,2047520.0,HKD,CLS:1000596687,2024-12-31,M,1.0,018:RM:1800000000000000000001330475,18,2041-01-11,2024-12-31,NX,2021-01-11,HKD,HKD,1.0,,2047520.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003293896:1:0,G007,99999999999.0,HKD,CLS:1000297514,2024-12-31,M,1.0,018:RM:1800000000000000000001363613,18,2025-02-28,2024-12-31,NX,2024-06-12,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003293896:1:0,G007,99999999999.0,HKD,CLS:1000614248,2024-12-31,M,1.0,018:RM:1800000000000000000001363613,18,2025-02-28,2024-12-31,NX,2024-06-12,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300586:1:1,P001,6734554.0,HKD,CLS:1000624523,2024-12-31,M,1.0,018:RM:1800000000000000000001356864,18,2051-08-02,2024-12-31,NX,2021-08-02,HKD,HKD,1.0,,6734554.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300589:7:0,O009,1.0,GBP,CLS:1000624531,2024-12-31,M,9.741366,018:RM:1800000000000000000001378044,18,2025-07-30,2024-12-31,NX,2021-07-16,GBP,HKD,1.0,,9.741366386413574
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300589:3:0,G007,40000000.0,GBP,CLS:1000624531,2024-12-31,M,9.741366,018:RM:1800000000000000000001378044,18,2025-07-30,2024-12-31,NX,2021-07-16,GBP,HKD,1.0,,389654655.45654297
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300589:1:0,G007,40000000.0,GBP,CLS:1000624531,2024-12-31,M,9.741366,018:RM:1800000000000000000001378044,18,2025-07-30,2024-12-31,NX,2021-07-16,GBP,HKD,1.0,,389654655.45654297
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300589:2:0,G007,40000000.0,GBP,CLS:1000624531,2024-12-31,M,9.741366,018:RM:1800000000000000000001378044,18,2025-07-30,2024-12-31,NX,2021-07-16,GBP,HKD,1.0,,389654655.45654297
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300589:4:0,O009,1.0,GBP,CLS:1000624531,2024-12-31,M,9.741366,018:RM:1800000000000000000001378044,18,2025-07-30,2024-12-31,NX,2021-07-16,GBP,HKD,1.0,,9.741366386413574
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300589:6:0,O009,1.0,GBP,CLS:1000624531,2024-12-31,M,9.741366,018:RM:1800000000000000000001378044,18,2025-07-30,2024-12-31,NX,2021-07-16,GBP,HKD,1.0,,9.741366386413574
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300589:5:0,O009,1.0,GBP,CLS:1000624531,2024-12-31,M,9.741366,018:RM:1800000000000000000001378044,18,2025-07-30,2024-12-31,NX,2021-07-16,GBP,HKD,1.0,,9.741366386413574
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300589:8:1,P001,40909803.0,GBP,CLS:1000624531,2024-12-31,M,9.741366,018:RM:1800000000000000000001378044,18,2025-07-30,2024-12-31,NX,2021-07-16,GBP,HKD,1.0,,398517379.8190012
hk,PLEDGE_COLLATERAL,CLS:180000000000000003292461:1:1,P001,2871966.0,HKD,CLS:1000608377,2024-12-31,M,1.0,018:RM:1800000000000000000001346013,18,2051-04-21,2024-12-31,NX,2021-04-21,HKD,HKD,1.0,,2871966.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003295791:1:1,P001,6646610.0,HKD,CLS:1000616288,2024-12-31,M,1.0,018:RM:1800000000000000000001363938,18,2051-06-28,2024-12-31,NX,2021-06-28,HKD,HKD,1.0,,6646610.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003287489:1:1,P001,3439437.0,HKD,CLS:1000597315,2024-12-31,M,1.0,018:RM:1800000000000000000001330775,18,2051-01-13,2024-12-31,NX,2021-01-13,HKD,HKD,1.0,,3439437.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003294241:1:0,O010,1895309.0,HKD,CLS:1000612555,2024-12-31,M,1.0,018:RM:1800000000000000000001343971,18,2025-05-31,2024-12-31,NX,2024-05-22,HKD,HKD,1.0,,1895309.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003291057:3:1,P003,4511726.0,HKD,CLS:1000291423,2024-12-31,M,1.0,018:RM:1800000000000000000001344935,18,2025-01-31,2024-12-31,NX,2024-01-29,HKD,HKD,1.0,,4511726.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003296046:2:1,P001,3840264.0,HKD,CLS:1000617042,2024-12-31,M,1.0,018:RM:1800000000000000000001367055,18,2051-07-05,2024-12-31,NX,2021-07-05,HKD,HKD,1.0,,3840264.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300883:1:0,G007,99999999999.0,HKD,CLS:1000632489,2024-12-31,M,1.0,018:RM:1800000000000000000001376176,18,2025-05-31,2024-12-31,NX,2024-12-09,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300884:2:0,G007,99999999999.0,HKD,CLS:1000632489,2024-12-31,M,1.0,018:RM:1800000000000000000001375868,18,2025-05-31,2024-12-31,NX,2024-12-09,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300885:2:0,G007,99999999999.0,HKD,CLS:1000632489,2024-12-31,M,1.0,018:RM:1800000000000000000001376673,18,2025-05-31,2024-12-31,NX,2024-12-09,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003300886:2:0,G007,99999999999.0,HKD,CLS:1000632489,2024-12-31,M,1.0,018:RM:1800000000000000000001376626,18,2025-05-31,2024-12-31,NX,2024-12-09,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003282693:2:1,P001,4887432.0,HKD,CLS:1000588392,2024-12-31,M,1.0,018:RM:1800000000000000000001308134,18,2025-09-30,2024-12-31,NX,2024-11-18,HKD,HKD,1.0,,4887432.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003282693:3:1,P001,14466800.0,HKD,CLS:1000588392,2024-12-31,M,1.0,018:RM:1800000000000000000001308134,18,2025-09-30,2024-12-31,NX,2024-11-18,HKD,HKD,1.0,,14466800.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003282693:1:0,G007,99999999999.0,HKD,CLS:1000588392,2024-12-31,M,1.0,018:RM:1800000000000000000001308134,18,2025-09-30,2024-12-31,NX,2024-11-18,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003286038:2:1,P001,5760396.0,HKD,CLS:1000646356,2024-12-31,M,1.0,018:RM:1800000000000000000001330208,18,2027-01-26,2024-12-31,NX,2022-01-26,HKD,HKD,1.0,,5760396.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003164938:2:0,G007,99999999999.0,HKD,CLS:1000291423,2024-12-31,M,1.0,018:RM:1800000000000000000001268111,18,2025-01-31,2024-12-31,NX,2024-01-29,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003164938:1:1,P001,36136645.0,HKD,CLS:1000291423,2024-12-31,M,1.0,018:RM:1800000000000000000001268111,18,2025-01-31,2024-12-31,NX,2024-01-29,HKD,HKD,1.0,,36136645.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003164938:5:1,P001,9016093.0,HKD,CLS:1000291423,2024-12-31,M,1.0,018:RM:1800000000000000000001268111,18,2025-01-31,2024-12-31,NX,2024-01-29,HKD,HKD,1.0,,9016093.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003164938:7:1,P003,3929277.0,HKD,CLS:1000291423,2024-12-31,M,1.0,018:RM:1800000000000000000001268111,18,2025-01-31,2024-12-31,NX,2024-01-29,HKD,HKD,1.0,,3929277.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003164938:4:0,G007,99999999999.0,HKD,CLS:1000291423,2024-12-31,M,1.0,018:RM:1800000000000000000001268111,18,2025-01-31,2024-12-31,NX,2024-01-29,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003164938:9:1,P003,4511726.0,HKD,CLS:1000291423,2024-12-31,M,1.0,018:RM:1800000000000000000001268111,18,2025-01-31,2024-12-31,NX,2024-01-29,HKD,HKD,1.0,,4511726.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003164938:8:1,P003,4511726.0,HKD,CLS:1000291423,2024-12-31,M,1.0,018:RM:1800000000000000000001268111,18,2025-01-31,2024-12-31,NX,2024-01-29,HKD,HKD,1.0,,4511726.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003164938:6:1,P001,17887639.0,HKD,CLS:1000291423,2024-12-31,M,1.0,018:RM:1800000000000000000001268111,18,2025-01-31,2024-12-31,NX,2024-01-29,HKD,HKD,1.0,,17887639.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001044946:3:1,P002,990726.0,HKD,CLS:1000482822,2024-12-31,M,1.0,018:RM:1800000000000000000001191879,18,2040-08-07,2024-12-31,NX,2020-08-07,HKD,HKD,1.0,,990726.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001252401:1:0,E001,9200000.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000927595,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,9200000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:8:0,G007,99999999999.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:9:0,G007,99999999999.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:20:1,P002,1900000.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,1900000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:10:0,G007,99999999999.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:17:1,P002,7050000.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,7050000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:19:1,P002,1800000.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,1800000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:6:0,G007,99999999999.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:7:0,G007,99999999999.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:2:0,G007,99999999999.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:5:1,P002,6500000.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,6500000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:13:0,G007,99999999999.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:11:0,G007,99999999999.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:18:1,P002,7050000.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,7050000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:27:0,T001,7311915.0,HKD,CLS:0001397321,2024-12-31,M,1.0,018:RM:1800000000000000000000904674,18,2025-08-31,2024-12-31,NX,2024-12-23,HKD,HKD,1.0,,7311915.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003117299:4:0,G007,99999999999.0,HKD,CLS:1000843672,2024-12-31,M,1.0,018:RM:1800000000000000000001256844,18,2025-03-31,2024-12-31,NX,2024-09-10,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003117299:1:3,P002,91315277.0,HKD,CLS:1000843672,2024-12-31,M,1.0,018:RM:1800000000000000000001256844,18,2025-03-31,2024-12-31,NX,2024-09-10,HKD,HKD,1.0,,91315277.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003117299:2:3,P002,80572303.0,HKD,CLS:1000843672,2024-12-31,M,1.0,018:RM:1800000000000000000001256844,18,2025-03-31,2024-12-31,NX,2024-09-10,HKD,HKD,1.0,,80572303.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001030602:1:1,P001,1236819.0,HKD,CLS:0001477530,2024-12-31,M,1.0,018:RM:1800000000000000000001045807,18,2026-03-16,2024-12-31,NX,2011-03-16,HKD,HKD,1.0,,1236819.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001033373:3:0,G007,99999999999.0,HKD,CLS:1000632489,2024-12-31,M,1.0,018:RM:1800000000000000000001064200,18,2025-05-31,2024-12-31,NX,2024-12-09,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001033373:1:1,P002,43979724.0,HKD,CLS:1000632489,2024-12-31,M,1.0,018:RM:1800000000000000000001064200,18,2025-05-31,2024-12-31,NX,2024-12-09,HKD,HKD,1.0,,43979724.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001033427:1:0,G007,99999999999.0,HKD,CLS:0001519559,2024-12-31,M,1.0,018:RM:1800000000000000000001064982,18,2027-05-31,2024-12-31,NX,2012-05-31,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001033427:2:1,P002,4969429.0,HKD,CLS:0001519559,2024-12-31,M,1.0,018:RM:1800000000000000000001064982,18,2027-05-31,2024-12-31,NX,2012-05-31,HKD,HKD,1.0,,4969429.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001045271:1:1,P001,6170606.0,HKD,CLS:0001697142,2024-12-31,M,1.0,018:RM:1800000000000000000001196709,18,2047-05-11,2024-12-31,NX,2017-11-11,HKD,HKD,1.0,,6170606.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001498335:9:1,P001,7331149.0,HKD,CLS:0001661998,2024-12-31,M,1.0,018:RM:1800000000000000000000993718,18,2025-09-30,2024-12-31,NX,2024-09-20,HKD,HKD,1.0,,7331149.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001498335:8:0,G007,99999999999.0,HKD,CLS:0001661998,2024-12-31,M,1.0,018:RM:1800000000000000000000993718,18,2025-09-30,2024-12-31,NX,2024-09-20,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001498335:7:1,P002,6602422.0,HKD,CLS:0001661998,2024-12-31,M,1.0,018:RM:1800000000000000000000993718,18,2025-09-30,2024-12-31,NX,2024-09-20,HKD,HKD,1.0,,6602422.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001498341:1:2,P001,200000000.0,HKD,CLS:0001645693,2024-12-31,M,1.0,018:RM:1800000000000000000000993720,18,2025-10-31,2024-12-31,NX,2024-11-29,HKD,HKD,1.0,,200000000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174888:2:1,P005,3776695.0,HKD,CLS:1000302896,2024-12-31,M,1.0,018:RM:1800000000000000000001280106,18,2025-05-31,2024-12-31,NX,2024-05-14,HKD,HKD,1.0,,3776695.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174888:6:1,P001,2879730.0,HKD,CLS:1000302896,2024-12-31,M,1.0,018:RM:1800000000000000000001280106,18,2025-05-31,2024-12-31,NX,2024-05-14,HKD,HKD,1.0,,2879730.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174888:9:1,P003,12240772.0,HKD,CLS:1000302896,2024-12-31,M,1.0,018:RM:1800000000000000000001280106,18,2025-05-31,2024-12-31,NX,2024-05-14,HKD,HKD,1.0,,12240772.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174888:3:1,P001,2643687.0,HKD,CLS:1000302896,2024-12-31,M,1.0,018:RM:1800000000000000000001280106,18,2025-05-31,2024-12-31,NX,2024-05-14,HKD,HKD,1.0,,2643687.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174888:10:1,P003,9973963.0,HKD,CLS:1000302896,2024-12-31,M,1.0,018:RM:1800000000000000000001280106,18,2025-05-31,2024-12-31,NX,2024-05-14,HKD,HKD,1.0,,9973963.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174888:7:1,P001,3210191.0,HKD,CLS:1000302896,2024-12-31,M,1.0,018:RM:1800000000000000000001280106,18,2025-05-31,2024-12-31,NX,2024-05-14,HKD,HKD,1.0,,3210191.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174888:8:1,P001,17939305.0,HKD,CLS:1000302896,2024-12-31,M,1.0,018:RM:1800000000000000000001280106,18,2025-05-31,2024-12-31,NX,2024-05-14,HKD,HKD,1.0,,17939305.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174888:4:1,P001,2643687.0,HKD,CLS:1000302896,2024-12-31,M,1.0,018:RM:1800000000000000000001280106,18,2025-05-31,2024-12-31,NX,2024-05-14,HKD,HKD,1.0,,2643687.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174888:1:0,G007,99999999999.0,HKD,CLS:1000302896,2024-12-31,M,1.0,018:RM:1800000000000000000001280106,18,2025-05-31,2024-12-31,NX,2024-05-14,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174888:5:1,P001,2879730.0,HKD,CLS:1000302896,2024-12-31,M,1.0,018:RM:1800000000000000000001280106,18,2025-05-31,2024-12-31,NX,2024-05-14,HKD,HKD,1.0,,2879730.0
