region_brch,product_type_brch,collateral_agreement_id,collateral_agreement_type,collateral_amount,collateral_currency,facility_nr,as_of_dt,multiply_divide_ind,rate,customer_nr,entity,maturity_date,rec_ref_dt,source_system,start_date,from_currency,to_currency,lcy_to_hkd,deal_dt,collateral_amount_hke
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:4:2,P005,1195479.0,HKD,CLS:0001681328,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,1195479.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:4:2,P005,1195479.0,HKD,CLS:0001681323,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,1195479.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:5:2,P005,1693595.0,HKD,CLS:0001681328,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,1693595.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:5:2,P005,1693595.0,HKD,CLS:0001681323,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,1693595.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:1:2,P002,17199890.0,HKD,CLS:0001681328,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,17199890.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:1:2,P002,17199890.0,HKD,CLS:0001681323,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,17199890.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:7:2,P003,53265481.0,HKD,CLS:0001681328,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,53265481.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:7:2,P003,53265481.0,HKD,CLS:0001681323,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,53265481.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:3:2,P005,1195479.0,HKD,CLS:0001681328,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,1195479.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:3:2,P005,1195479.0,HKD,CLS:0001681323,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,1195479.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:2:2,P005,1843030.0,HKD,CLS:0001681328,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,1843030.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:2:2,P005,1843030.0,HKD,CLS:0001681323,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,1843030.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:8:2,P003,28085435.0,HKD,CLS:0001681328,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,28085435.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:8:2,P003,28085435.0,HKD,CLS:0001681323,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,28085435.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:6:2,P005,1693595.0,HKD,CLS:0001681328,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,1693595.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003174920:6:2,P005,1693595.0,HKD,CLS:0001681323,2024-12-31,M,1.0,018:RM:1800000000000000000000320181,18,2025-09-30,2024-12-31,NX,2024-10-31,HKD,HKD,1.0,,1693595.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001033704:2:1,P002,13486354.0,HKD,CLS:1000451267,2024-12-31,M,1.0,018:RM:1800000000000000000000419786,18,2025-03-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,13486354.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001033704:3:0,G007,99999999999.0,HKD,CLS:1000451267,2024-12-31,M,1.0,018:RM:1800000000000000000000419786,18,2025-03-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001033704:4:0,G007,99999999999.0,HKD,CLS:1000451267,2024-12-31,M,1.0,018:RM:1800000000000000000000419786,18,2025-03-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001033704:1:0,G007,99999999999.0,HKD,CLS:1000451267,2024-12-31,M,1.0,018:RM:1800000000000000000000419786,18,2025-03-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001036539:1:1,P001,57155955.0,HKD,CLS:0001582899,2024-12-31,M,1.0,018:RM:1800000000000000000001098243,18,2044-03-19,2024-12-31,NX,2014-03-19,HKD,HKD,1.0,,57155955.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001039750:1:1,P001,4885202.0,HKD,CLS:0001702182,2024-12-31,M,1.0,018:RM:1800000000000000000001150513,18,2048-01-10,2024-12-31,NX,2018-01-10,HKD,HKD,1.0,,4885202.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001252637:31:0,G007,99999999999.0,HKD,CLS:1000628697,2024-12-31,M,1.0,018:RM:1800000000000000000001030520,18,2035-03-11,2024-12-31,NX,2021-09-03,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003179426:5:0,G007,99999999999.0,HKD,CLS:1000314739,2024-12-31,M,1.0,018:RM:1800000000000000000001299946,18,2039-10-28,2024-12-31,NX,2019-10-28,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003179426:2:1,P002,4402009.0,HKD,CLS:1000314739,2024-12-31,M,1.0,018:RM:1800000000000000000001299946,18,2039-10-28,2024-12-31,NX,2019-10-28,HKD,HKD,1.0,,4402009.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001045838:1:1,P001,1973376.0,HKD,CLS:0001688245,2024-12-31,M,1.0,018:RM:1800000000000000000001073302,18,2037-08-08,2024-12-31,NX,2017-08-08,HKD,HKD,1.0,,1973376.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001031107:1:1,P001,4302727.0,HKD,CLS:0001481780,2024-12-31,M,1.0,018:RM:1800000000000000000001047962,18,2031-04-27,2024-12-31,NX,2011-04-27,HKD,HKD,1.0,,4302727.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003136325:1:0,G007,99999999999.0,HKD,CLS:1000204060,2024-12-31,M,1.0,018:RM:1800000000000000000001217426,18,2025-11-30,2024-12-31,NX,2024-11-21,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003172028:1:2,P001,16591254.0,HKD,CLS:1000297152,2024-12-31,M,1.0,018:RM:1800000000000000000001216001,18,2025-01-31,2024-12-31,NX,2024-04-12,HKD,HKD,1.0,,16591254.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001037261:7:1,P001,6451261.0,HKD,CLS:1000298572,2024-12-31,M,1.0,018:RM:1800000000000000000000927782,18,2044-05-31,2024-12-31,NX,2019-05-31,HKD,HKD,1.0,,6451261.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001037261:6:0,G007,99999999999.0,HKD,CLS:1000298572,2024-12-31,M,1.0,018:RM:1800000000000000000000927782,18,2044-05-31,2024-12-31,NX,2019-05-31,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003171929:2:1,P005,1059996.0,HKD,CLS:1000297152,2024-12-31,M,1.0,018:RM:1800000000000000000001233769,18,2025-01-31,2024-12-31,NX,2024-04-12,HKD,HKD,1.0,,1059996.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003171929:1:0,G007,99999999999.0,HKD,CLS:1000297152,2024-12-31,M,1.0,018:RM:1800000000000000000001233769,18,2025-01-31,2024-12-31,NX,2024-04-12,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003177405:1:1,P001,3694437.0,HKD,CLS:1000307383,2024-12-31,M,1.0,018:RM:1800000000000000000001288228,18,2039-08-01,2024-12-31,NX,2019-08-01,HKD,HKD,1.0,,3694437.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001037304:1:1,P001,7941887.0,HKD,CLS:0001605169,2024-12-31,M,1.0,018:RM:1800000000000000000001114577,18,2028-09-29,2024-12-31,NX,2014-09-29,HKD,HKD,1.0,,7941887.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001046364:1:1,P001,4948681.0,HKD,CLS:0001703791,2024-12-31,M,1.0,018:RM:1800000000000000000001214751,18,2048-01-30,2024-12-31,NX,2018-01-30,HKD,HKD,1.0,,4948681.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001028869:1:1,P005,1456928.0,HKD,CLS:1000220239,2024-12-31,M,1.0,018:RM:1800000000000000000001040554,18,2029-01-14,2024-12-31,NX,2019-01-14,HKD,HKD,1.0,,1456928.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001031694:3:1,P005,885554.0,HKD,CLS:0001484408,2024-12-31,M,1.0,018:RM:1800000000000000000001050231,18,2026-05-24,2024-12-31,NX,2011-05-24,HKD,HKD,1.0,,885554.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001031791:1:1,P001,8788893.0,HKD,CLS:0001487464,2024-12-31,M,1.0,018:RM:1800000000000000000000169218,18,2041-06-22,2024-12-31,NX,2011-06-22,HKD,HKD,1.0,,8788893.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001046812:1:1,P002,2370771.0,HKD,CLS:0001706169,2024-12-31,M,1.0,018:RM:1800000000000000000001217901,18,2038-02-28,2024-12-31,NX,2018-02-28,HKD,HKD,1.0,,2370771.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003145752:1:0,G007,99999999999.0,HKD,CLS:1000252701,2024-12-31,M,1.0,018:RM:1800000000000000000001261212,18,2025-10-31,2024-12-31,NX,2024-10-17,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003177864:1:1,P001,4496136.0,HKD,CLS:1000309861,2024-12-31,M,1.0,018:RM:1800000000000000000001289901,18,2044-08-21,2024-12-31,NX,2019-08-21,HKD,HKD,1.0,,4496136.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001042411:1:1,P001,8840665.0,HKD,CLS:0001677038,2024-12-31,M,1.0,018:RM:1800000000000000000001171104,18,2036-08-06,2024-12-31,NX,2017-02-06,HKD,HKD,1.0,,8840665.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001042502:1:1,P001,3387121.0,HKD,CLS:0001658942,2024-12-31,M,1.0,018:RM:1800000000000000000001171954,18,2041-09-05,2024-12-31,NX,2016-09-05,HKD,HKD,1.0,,3387121.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001046959:1:1,P001,63095689.0,HKD,CLS:0001703899,2024-12-31,M,1.0,018:RM:1800000000000000000001215698,18,2048-01-31,2024-12-31,NX,2018-01-31,HKD,HKD,1.0,,63095689.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003151842:2:1,P001,4376298.0,HKD,CLS:1000255764,2024-12-31,M,1.0,018:RM:1800000000000000000001263831,18,2025-05-31,2024-12-31,NX,2024-05-31,HKD,HKD,1.0,,4376298.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003151842:3:1,P001,4541441.0,HKD,CLS:1000255764,2024-12-31,M,1.0,018:RM:1800000000000000000001263831,18,2025-05-31,2024-12-31,NX,2024-05-31,HKD,HKD,1.0,,4541441.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003151842:4:1,P003,2731431.0,HKD,CLS:1000255764,2024-12-31,M,1.0,018:RM:1800000000000000000001263831,18,2025-05-31,2024-12-31,NX,2024-05-31,HKD,HKD,1.0,,2731431.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003151842:5:0,G007,99999999999.0,HKD,CLS:1000255764,2024-12-31,M,1.0,018:RM:1800000000000000000001263831,18,2025-05-31,2024-12-31,NX,2024-05-31,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001029219:1:1,P001,29652915.0,HKD,CLS:0001468380,2024-12-31,M,1.0,018:RM:1800000000000000000001042298,18,2030-12-10,2024-12-31,NX,2010-12-10,HKD,HKD,1.0,,29652915.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001029219:2:0,G007,99999999999.0,HKD,CLS:0001468380,2024-12-31,M,1.0,018:RM:1800000000000000000001042298,18,2030-12-10,2024-12-31,NX,2010-12-10,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001047359:1:1,P001,3974436.0,HKD,CLS:0001710052,2024-12-31,M,1.0,018:RM:1800000000000000000001219966,18,2033-04-20,2024-12-31,NX,2018-04-20,HKD,HKD,1.0,,3974436.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001047563:2:1,P002,1200980.0,HKD,CLS:0001713177,2024-12-31,M,1.0,018:RM:1800000000000000000001226713,18,2038-05-31,2024-12-31,NX,2018-05-31,HKD,HKD,1.0,,1200980.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001047563:1:0,G007,99999999999.0,HKD,CLS:0001713177,2024-12-31,M,1.0,018:RM:1800000000000000000001226713,18,2038-05-31,2024-12-31,NX,2018-05-31,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001047564:1:1,P001,2981838.0,HKD,CLS:0001714281,2024-12-31,M,1.0,018:RM:1800000000000000000001227667,18,2042-06-19,2024-12-31,NX,2018-06-19,HKD,HKD,1.0,,2981838.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001047331:1:1,P001,3104529.0,HKD,CLS:0001708479,2024-12-31,M,1.0,018:RM:1800000000000000000001219760,18,2043-03-29,2024-12-31,NX,2018-03-29,HKD,HKD,1.0,,3104529.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001042549:1:1,P001,7905958.0,HKD,CLS:0001660805,2024-12-31,M,1.0,018:RM:1800000000000000000001176021,18,2046-09-30,2024-12-31,NX,2016-09-30,HKD,HKD,1.0,,7905958.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:31:0,G007,99999999999.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:29:1,P003,4997713.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,4997713.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:1:0,G007,99999999999.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:5:1,P003,30894956.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,30894956.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:43:1,P003,2089952.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,2089952.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:41:1,P003,6088123.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,6088123.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:13:1,P003,11812777.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,11812777.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:4:1,P003,47251109.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,47251109.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:9:1,P003,33752632.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,33752632.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:15:1,P003,9003824.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,9003824.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:6:1,P003,5724653.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,5724653.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:12:0,G007,99999999999.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:16:0,G007,99999999999.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:8:1,P003,13084922.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,13084922.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499346:11:1,P003,13630127.0,HKD,CLS:0001316847,2024-12-31,M,1.0,018:RM:1800000000000000000000968009,18,2025-05-31,2024-12-31,NX,2024-06-28,HKD,HKD,1.0,,13630127.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003098730:1:0,T002,1000379.0,USD,CLS:1000029552,2024-12-31,M,7.7629504,018:RM:1800000000000000000001211714,18,2025-05-31,2024-12-31,NX,2024-03-20,USD,HKD,1.0,,7765892.578588963
hk,PLEDGE_COLLATERAL,CLS:180000000000000001032214:2:1,P001,6596998.0,HKD,CLS:1000676837,2024-12-31,M,1.0,018:RM:1800000000000000000001052164,18,2049-09-15,2024-12-31,NX,2022-09-15,HKD,HKD,1.0,,6596998.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003102175:1:1,P001,43000000.0,HKD,CLS:1000044159,2024-12-31,M,1.0,018:RM:1800000000000000000001243957,18,2025-08-31,2024-12-31,NX,2024-12-10,HKD,HKD,1.0,,43000000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003102175:4:0,G007,99999999999.0,HKD,CLS:1000044159,2024-12-31,M,1.0,018:RM:1800000000000000000001243957,18,2025-08-31,2024-12-31,NX,2024-12-10,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003102175:3:0,G007,99999999999.0,HKD,CLS:1000044159,2024-12-31,M,1.0,018:RM:1800000000000000000001243957,18,2025-08-31,2024-12-31,NX,2024-12-10,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003102175:2:1,P001,44000000.0,HKD,CLS:1000044159,2024-12-31,M,1.0,018:RM:1800000000000000000001243957,18,2025-08-31,2024-12-31,NX,2024-12-10,HKD,HKD,1.0,,44000000.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003306154:1:1,P001,3067566.0,HKD,CLS:1000637824,2024-12-31,M,1.0,018:RM:1800000000000000000001389474,18,2051-11-19,2024-12-31,NX,2021-11-19,HKD,HKD,1.0,,3067566.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003306019:6:0,O010,3180660.0,HKD,CLS:1000643202,2024-12-31,M,1.0,018:RM:1800000000000000000001384834,18,2025-10-31,2024-12-31,NX,2024-11-29,HKD,HKD,1.0,,3180660.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003310446:1:1,P001,5360212.0,HKD,CLS:1000648218,2024-12-31,M,1.0,018:RM:1800000000000000000001401570,18,2040-02-14,2024-12-31,NX,2022-02-14,HKD,HKD,1.0,,5360212.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003310522:1:0,G007,99999999999.0,HKD,CLS:1000648735,2024-12-31,M,1.0,018:RM:1800000000000000000001392433,18,2025-01-31,2024-12-31,NX,2023-12-18,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003310522:2:1,P001,8130745.0,HKD,CLS:1000648735,2024-12-31,M,1.0,018:RM:1800000000000000000001392433,18,2025-01-31,2024-12-31,NX,2023-12-18,HKD,HKD,1.0,,8130745.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003287803:1:1,P001,4585916.0,HKD,CLS:1000598111,2024-12-31,M,1.0,018:RM:1800000000000000000001330268,18,2039-01-20,2024-12-31,NX,2021-01-20,HKD,HKD,1.0,,4585916.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003293013:1:1,P001,3195718.0,HKD,CLS:1000609521,2024-12-31,M,1.0,018:RM:1800000000000000000000823423,18,2051-04-30,2024-12-31,NX,2021-04-30,HKD,HKD,1.0,,3195718.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003293025:1:1,P001,4067821.0,HKD,CLS:1000609536,2024-12-31,M,1.0,018:RM:1800000000000000000001352344,18,2051-04-30,2024-12-31,NX,2021-04-30,HKD,HKD,1.0,,4067821.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003304704:1:1,P001,2776739.0,HKD,CLS:1000634582,2024-12-31,M,1.0,018:RM:1800000000000000000001363883,18,2044-10-26,2024-12-31,NX,2021-10-26,HKD,HKD,1.0,,2776739.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003306285:1:0,G007,99999999999.0,HKD,CLS:1000638127,2024-12-31,M,1.0,018:RM:1800000000000000000001393079,18,2041-11-23,2024-12-31,NX,2021-11-23,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003306285:2:1,P003,5308935.0,HKD,CLS:1000638127,2024-12-31,M,1.0,018:RM:1800000000000000000001393079,18,2041-11-23,2024-12-31,NX,2021-11-23,HKD,HKD,1.0,,5308935.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003287995:1:1,P001,2613972.0,HKD,CLS:1000598581,2024-12-31,M,1.0,018:RM:1800000000000000000001333394,18,2031-01-25,2024-12-31,NX,2021-01-25,HKD,HKD,1.0,,2613972.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003296524:1:1,P001,5758933.0,HKD,CLS:1000618228,2024-12-31,M,1.0,018:RM:1800000000000000000001368574,18,2051-07-14,2024-12-31,NX,2021-07-14,HKD,HKD,1.0,,5758933.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003309514:2:1,P001,3917098.0,HKD,CLS:1000645832,2024-12-31,M,1.0,018:RM:1800000000000000000001013068,18,2039-01-21,2024-12-31,NX,2022-01-21,HKD,HKD,1.0,,3917098.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003309514:1:0,G007,99999999999.0,HKD,CLS:1000645832,2024-12-31,M,1.0,018:RM:1800000000000000000001013068,18,2039-01-21,2024-12-31,NX,2022-01-21,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003286460:1:1,P001,7044695.0,HKD,CLS:1000598968,2024-12-31,M,1.0,018:RM:1800000000000000000001333930,18,2044-12-28,2024-12-31,NX,2021-01-28,HKD,HKD,1.0,,7044695.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003288105:2:2,P003,13625546.0,HKD,CLS:1000599709,2024-12-31,M,1.0,018:RM:1800000000000000000001318975,18,2025-08-31,2024-12-31,NX,2024-09-27,HKD,HKD,1.0,,13625546.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003288106:2:2,P001,12982314.0,HKD,CLS:1000599709,2024-12-31,M,1.0,018:RM:1800000000000000000001318787,18,2025-08-31,2024-12-31,NX,2024-09-27,HKD,HKD,1.0,,12982314.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003288106:3:2,P005,1935423.0,HKD,CLS:1000599709,2024-12-31,M,1.0,018:RM:1800000000000000000001318787,18,2025-08-31,2024-12-31,NX,2024-09-27,HKD,HKD,1.0,,1935423.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003288107:2:2,P001,25414650.0,HKD,CLS:1000599709,2024-12-31,M,1.0,018:RM:1800000000000000000001318782,18,2025-08-31,2024-12-31,NX,2024-09-27,HKD,HKD,1.0,,25414650.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003288108:2:0,G007,99999999999.0,HKD,CLS:1000599709,2024-12-31,M,1.0,018:RM:1800000000000000000001322660,18,2025-08-31,2024-12-31,NX,2024-09-27,HKD,HKD,1.0,,99999999999.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003288111:1:1,P001,4203757.0,HKD,CLS:1000598843,2024-12-31,M,1.0,018:RM:1800000000000000000001333040,18,2041-01-27,2024-12-31,NX,2021-01-27,HKD,HKD,1.0,,4203757.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003288184:1:1,P001,4288075.0,HKD,CLS:1000599009,2024-12-31,M,1.0,018:RM:1800000000000000000001336545,18,2051-01-28,2024-12-31,NX,2021-01-28,HKD,HKD,1.0,,4288075.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003293319:1:2,P001,12950049.0,HKD,CLS:1000643758,2024-12-31,M,1.0,018:RM:1800000000000000000001349986,18,2025-06-30,2024-12-31,NX,2024-08-29,HKD,HKD,1.0,,12950049.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003301494:5:0,O007,906901.0,HKD,CLS:1000626883,2024-12-31,M,1.0,018:RM:1800000000000000000001341485,18,2025-08-31,2024-12-31,NX,2024-11-06,HKD,HKD,1.0,,906901.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003301494:14:0,O007,96234.0,HKD,CLS:1000626883,2024-12-31,M,1.0,018:RM:1800000000000000000001341485,18,2025-08-31,2024-12-31,NX,2024-11-06,HKD,HKD,1.0,,96234.0
hk,PLEDGE_COLLATERAL,CLS:180000000000000003301494:7:0,O007,267900.0,HKD,CLS:1000626883,2024-12-31,M,1.0,018:RM:1800000000000000000001341485,18,2025-08-31,2024-12-31,NX,2024-11-06,HKD,HKD,1.0,,267900.0
