REGION_BRCH,PRODUCT_TYPE_BRCH,COLLATERAL_AGREEMENT_ID,COLLATERAL_AGREEMENT_TYPE,COLLATERAL_AMOUNT,COLLATERAL_CURRENCY,FACILITY_NR,AS_OF_DT,MULTIPLY_DIVIDE_IND,RATE,CUSTOMER_NR,ENTITY,MATURITY_DATE,REC_REF_DT,SOURCE_SYSTEM,START_DATE,FROM_CURRENCY,TO_CURRENCY,LCY_TO_HKD,DEAL_DT
hk,PLEDGE_COLLATERAL,CLS:180000000000000003164938:9:1,P003,4511726,HKD,CLS:1000291423,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001268111,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,29JAN2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003164938:8:1,P003,4511726,HKD,CLS:1000291423,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001268111,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,29JAN2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003164938:6:1,P001,17887639,HKD,CLS:1000291423,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001268111,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,29JAN2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001044946:3:1,P002,990726,HKD,CLS:1000482822,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001191879,18,07AUG2040:00:00:00,31DEC2024:00:00:00,NX,07AUG2020:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001252401:1:0,E001,9200000,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000927595,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:8:0,G007,99999999999,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:9:0,G007,99999999999,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:20:1,P002,1900000,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:10:0,G007,99999999999,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:17:1,P002,7050000,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:19:1,P002,1800000,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:6:0,G007,99999999999,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:7:0,G007,99999999999,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:2:0,G007,99999999999,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:5:1,P002,6500000,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:13:0,G007,99999999999,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:11:0,G007,99999999999,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:18:1,P002,7050000,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499921:27:0,T001,7311915,HKD,CLS:0001397321,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000904674,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003117299:4:0,G007,99999999999,HKD,CLS:1000843672,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001256844,18,31MAR2025:00:00:00,31DEC2024:00:00:00,NX,10SEP2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003117299:1:3,P002,91315277,HKD,CLS:1000843672,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001256844,18,31MAR2025:00:00:00,31DEC2024:00:00:00,NX,10SEP2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003117299:2:3,P002,80572303,HKD,CLS:1000843672,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001256844,18,31MAR2025:00:00:00,31DEC2024:00:00:00,NX,10SEP2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001030602:1:1,P001,1236819,HKD,CLS:0001477530,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001045807,18,16MAR2026:00:00:00,31DEC2024:00:00:00,NX,16MAR2011:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001033373:3:0,G007,99999999999,HKD,CLS:1000632489,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001064200,18,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,09DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001033373:1:1,P002,43979724,HKD,CLS:1000632489,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001064200,18,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,09DEC2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001033427:1:0,G007,99999999999,HKD,CLS:0001519559,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001064982,18,31MAY2027:00:00:00,31DEC2024:00:00:00,NX,31MAY2012:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001033427:2:1,P002,4969429,HKD,CLS:0001519559,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001064982,18,31MAY2027:00:00:00,31DEC2024:00:00:00,NX,31MAY2012:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001045271:1:1,P001,6170606,HKD,CLS:0001697142,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001196709,18,11MAY2047:00:00:00,31DEC2024:00:00:00,NX,11NOV2017:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001498335:9:1,P001,7331149,HKD,CLS:0001661998,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000993718,18,30SEP2025:00:00:00,31DEC2024:00:00:00,NX,20SEP2024:00:00:00,HKD,HKD,1,
