REGION_BRCH,PRODUCT_TYPE_BRCH,COLLATERAL_AGREEMENT_ID,COLLATERAL_AGREEMENT_TYPE,COLLATERAL_AMOUNT,COLLATERAL_CURRENCY,FACILITY_NR,AS_OF_DT,MULTIPLY_DIVIDE_IND,RATE,CUSTOMER_NR,ENTITY,MATURITY_DATE,REC_REF_DT,SOURCE_SYSTEM,START_DATE,FROM_CURRENCY,TO_CURRENCY,LCY_TO_HKD,DEAL_DT
hk,PLEDGE_COLLATERAL,CLS:180000000000000003301494:2:0,T005,3877,USD,CLS:1000626883,31DEC2024:00:00:00,M,7.76295054,018:RM:1800000000000000000001341485,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,06NOV2024:00:00:00,USD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003301494:8:0,O007,350712,HKD,CLS:1000626883,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001341485,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,06NOV2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003301494:13:0,O007,96899,HKD,CLS:1000626883,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001341485,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,06NOV2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003301494:1:0,T004,60532,HKD,CLS:1000626883,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001341485,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,06NOV2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003301494:3:0,T005,0,CNY,CLS:1000626883,31DEC2024:00:00:00,M,1.0600879,018:RM:1800000000000000000001341485,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,06NOV2024:00:00:00,CNY,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003301494:9:0,S001,412000,HKD,CLS:1000626883,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001341485,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,06NOV2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303258:1:1,P001,6212688,HKD,CLS:1000631288,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001376215,18,28SEP2044:00:00:00,31DEC2024:00:00:00,NX,28SEP2021:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303266:9:0,G007,99999999999,HKD,CLS:1000643758,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001382293,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,29AUG2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303266:7:1,P005,1904418,HKD,CLS:1000643758,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001382293,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,29AUG2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303266:4:1,P001,11236071,HKD,CLS:1000643758,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001382293,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,29AUG2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303266:8:1,P005,1904418,HKD,CLS:1000643758,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001382293,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,29AUG2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303266:5:1,P001,4475384,HKD,CLS:1000643758,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001382293,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,29AUG2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303266:6:1,P001,7617675,HKD,CLS:1000643758,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001382293,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,29AUG2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303267:6:2,P004,52105936,HKD,CLS:1000643758,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001354543,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,29AUG2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303267:3:2,P001,7141571,HKD,CLS:1000643758,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001354543,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,29AUG2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303267:5:2,P001,7617675,HKD,CLS:1000643758,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001354543,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,29AUG2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303267:1:2,P001,6570245,HKD,CLS:1000643758,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001354543,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,29AUG2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003303267:4:2,P001,5332373,HKD,CLS:1000643758,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001354543,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,29AUG2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003308237:1:1,P002,18549743,HKD,CLS:1000642699,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000617825,18,31DEC2032:00:00:00,31DEC2024:00:00:00,NX,31DEC2021:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000043256:2:1,P001,3912420,HKD,CLS:0001389856,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000133109,18,21JUL2028:00:00:00,31DEC2024:00:00:00,NX,21JUL2008:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000041154:2:0,G007,99999999999,HKD,CLS:0000002992,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000029474,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,18OCT2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003242074:1:1,P001,4843208,HKD,CLS:1000448679,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001310480,18,18MAY2045:00:00:00,31DEC2024:00:00:00,NX,18MAY2020:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:39:0,G007,99999999999,HKD,CLS:0001720878,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000942239,18,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,28JUN2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:38:0,G007,99999999999,HKD,CLS:0001720878,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000942239,18,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,28JUN2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:41:1,P003,17788549,HKD,CLS:0001720878,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000942239,18,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,28JUN2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:44:1,P001,3808837,HKD,CLS:0001720878,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000942239,18,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,28JUN2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:34:1,P002,12533469,HKD,CLS:0001720878,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000942239,18,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,28JUN2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:40:1,P003,16876316,HKD,CLS:0001720878,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000942239,18,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,28JUN2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000100782:36:1,P005,1237872,HKD,CLS:0001720878,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000942239,18,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,28JUN2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:12:1,P001,4951489,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:12:1,P001,4951489,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:13:1,P001,4951489,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:13:1,P001,4951489,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:4:0,G007,99999999999,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:4:0,G007,99999999999,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:23:1,P001,5618035,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:23:1,P001,5618035,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:24:1,P001,5618035,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:24:1,P001,5618035,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:11:1,P005,906364,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:11:1,P005,906364,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:27:0,G007,99999999999,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:27:0,G007,99999999999,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:10:1,P005,999819,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:10:1,P005,999819,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:9:1,P005,999819,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:9:1,P005,999819,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:7:1,P001,5427594,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:7:1,P001,5427594,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:15:1,P001,12378723,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:15:1,P001,12378723,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:21:1,P001,4951489,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:21:1,P001,4951489,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:22:1,P005,999819,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102211:22:1,P005,999819,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001030138,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102255:1:1,P001,20558303,HKD,CLS:0001512810,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001032074,18,28FEB2025:00:00:00,31DEC2024:00:00:00,NX,20FEB2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102255:2:0,G007,99999999999,HKD,CLS:0001512810,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001032074,18,28FEB2025:00:00:00,31DEC2024:00:00:00,NX,20FEB2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102261:14:0,G007,99999999999,HKD,CLS:0001652138,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001032032,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,27SEP2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102261:11:0,G007,99999999999,HKD,CLS:0001652138,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001032032,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,27SEP2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000102261:12:0,O010,1502701,HKD,CLS:0001652138,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001032032,18,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,27SEP2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103606:8:0,G007,99999999999,HKD,CLS:0001617632,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001065637,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,17SEP2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103606:2:0,G007,99999999999,HKD,CLS:0001617632,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001065637,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,17SEP2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103606:7:1,P002,42502449,HKD,CLS:0001617632,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001065637,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,17SEP2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000103648:1:1,P003,38738532,HKD,CLS:0001370120,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001000694,18,28FEB2025:00:00:00,31DEC2024:00:00:00,NX,30APR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105195:1:1,P001,9522094,HKD,CLS:0001601654,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001110650,18,31JUL2025:00:00:00,31DEC2024:00:00:00,NX,22JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000105195:2:0,G007,99999999999,HKD,CLS:0001601654,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001110650,18,31JUL2025:00:00:00,31DEC2024:00:00:00,NX,22JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000106830:1:2,P002,555053,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001065662,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000106830:1:2,P002,555053,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001065662,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000106830:5:2,P003,5017283,HKD,CLS:0001432855,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001065662,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000106830:5:2,P003,5017283,HKD,CLS:0001512155,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001065662,18,30JUN2025:00:00:00,31DEC2024:00:00:00,NX,30JUL2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000000109891:2:1,P001,5936351,HKD,CLS:0001674793,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001189376,18,28FEB2047:00:00:00,31DEC2024:00:00:00,NX,28FEB2017:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003241967:1:1,P001,21960006,HKD,CLS:1000450180,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001309098,18,20MAY2050:00:00:00,31DEC2024:00:00:00,NX,20MAY2020:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003241967:2:0,G007,99999999999,HKD,CLS:1000450180,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001309098,18,20MAY2050:00:00:00,31DEC2024:00:00:00,NX,20MAY2020:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003109933:1:0,G007,99999999999,HKD,CLS:1000078199,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001248632,18,07NOV2043:00:00:00,31DEC2024:00:00:00,NX,07NOV2018:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003109933:2:1,P001,3585824,HKD,CLS:1000078199,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001248632,18,07NOV2043:00:00:00,31DEC2024:00:00:00,NX,07NOV2018:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001044616:1:1,P001,3738398,HKD,CLS:0001676071,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001188010,18,15MAR2037:00:00:00,31DEC2024:00:00:00,NX,15MAR2017:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001048582:1:1,P005,1982069,HKD,CLS:0001721131,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001242435,18,20AUG2033:00:00:00,31DEC2024:00:00:00,NX,20AUG2018:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499855:1:1,P001,9229661,HKD,CLS:0001539423,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000940905,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,12JUN2023:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499856:4:0,G007,99999999999,HKD,CLS:0001539423,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000934971,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,12JUN2023:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000001499856:1:0,G007,99999999999,HKD,CLS:0001539423,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000000934971,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,12JUN2023:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003113132:5:1,P001,3687140,HKD,CLS:1000097589,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001034734,18,19NOV2038:00:00:00,31DEC2024:00:00:00,NX,19NOV2018:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163874:3:2,P003,3242333,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270225,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163874:1:2,P003,3029022,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270225,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163874:5:2,P003,3327658,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270225,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163874:2:2,P003,3242333,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270225,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163874:4:2,P003,3157009,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270225,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163874:11:2,P001,28781625,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270225,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163875:5:0,G007,99999999999,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270324,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163875:1:1,P003,2986360,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270324,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163875:2:1,P003,3157009,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270324,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163875:7:1,P003,56058246,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270324,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163875:11:1,P003,4564864,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270324,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163875:10:1,P003,3157009,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270324,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163875:6:0,G007,99999999999,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270324,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163875:9:1,P003,3157009,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270324,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
hk,PLEDGE_COLLATERAL,CLS:180000000000000003163875:3:1,P003,3157009,HKD,CLS:1000291471,31DEC2024:00:00:00,M,1,018:RM:1800000000000000000001270324,18,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,01MAR2024:00:00:00,HKD,HKD,1,
