COLLATERAL_AGREEMENT_ID,FACILITY_NR,COLLATERAL_AGREEMENT_TYPE,COLLATERAL_AMOUNT,COLLATERAL_CURRENCY,AS_OF_DT,COMMIT_INDICATOR,CCF,DRAWN_AMOUNT,UNDRAWN_AMOUNT
CLS:180000000000000000102211:13:1,CLS:0001432852,P001,4951489,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:15:1,CLS:0001432852,P001,12378723,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:15:1,CLS:0001432851,P001,12378723,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:15:1,CLS:0001432850,P001,12378723,HKD,31DEC2024:00:00:00,N,0.0,10992399.0,11757601.0
CLS:180000000000000000102211:21:1,CLS:0001432852,P001,4951489,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:21:1,CLS:0001432851,P001,4951489,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:21:1,CLS:0001432850,P001,4951489,HKD,31DEC2024:00:00:00,N,0.0,10992399.0,11757601.0
CLS:180000000000000000102211:22:1,CLS:0001432852,P005,999819,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:22:1,CLS:0001432851,P005,999819,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:22:1,CLS:0001432850,P005,999819,HKD,31DEC2024:00:00:00,N,0.0,10992399.0,11757601.0
CLS:180000000000000000102211:23:1,CLS:0001432850,P001,5618035,HKD,31DEC2024:00:00:00,N,0.0,10992399.0,11757601.0
CLS:180000000000000000102211:23:1,CLS:0001432851,P001,5618035,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:23:1,CLS:0001432852,P001,5618035,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:24:1,CLS:0001432850,P001,5618035,HKD,31DEC2024:00:00:00,N,0.0,10992399.0,11757601.0
CLS:180000000000000000102211:24:1,CLS:0001432852,P001,5618035,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:24:1,CLS:0001432851,P001,5618035,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:27:0,CLS:0001432852,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:27:0,CLS:0001432851,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:27:0,CLS:0001432850,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,10992399.0,11757601.0
CLS:180000000000000000102211:4:0,CLS:0001432852,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:4:0,CLS:0001432851,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:4:0,CLS:0001432850,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,10992399.0,11757601.0
CLS:180000000000000000102211:7:1,CLS:0001432850,P001,5427594,HKD,31DEC2024:00:00:00,N,0.0,10992399.0,11757601.0
CLS:180000000000000000102211:7:1,CLS:0001432851,P001,5427594,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:7:1,CLS:0001432852,P001,5427594,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:9:1,CLS:0001432852,P005,999819,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:9:1,CLS:0001432851,P005,999819,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000102211:9:1,CLS:0001432850,P005,999819,HKD,31DEC2024:00:00:00,N,0.0,10992399.0,11757601.0
CLS:180000000000000000102841:1:1,CLS:0001384108,P003,75540137,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000102841:1:1,CLS:0001384107,P003,75540137,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000102841:1:1,CLS:0001384109,P003,75540137,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000102841:1:1,CLS:0001384110,P003,75540137,HKD,31DEC2024:00:00:00,N,0.0,5000000.0,6000000.0
CLS:180000000000000000102841:2:1,CLS:0001384109,P003,74571674,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000102841:2:1,CLS:0001384110,P003,74571674,HKD,31DEC2024:00:00:00,N,0.0,5000000.0,6000000.0
CLS:180000000000000000102841:2:1,CLS:0001384107,P003,74571674,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000102841:2:1,CLS:0001384108,P003,74571674,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000102841:3:1,CLS:0001384109,P003,75540137,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000102841:3:1,CLS:0001384110,P003,75540137,HKD,31DEC2024:00:00:00,N,0.0,5000000.0,6000000.0
CLS:180000000000000000102841:3:1,CLS:0001384108,P003,75540137,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000102841:3:1,CLS:0001384107,P003,75540137,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000102841:4:1,CLS:0001384108,P003,74571674,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000102841:4:1,CLS:0001384109,P003,74571674,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000102841:4:1,CLS:0001384107,P003,74571674,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000102841:4:1,CLS:0001384110,P003,74571674,HKD,31DEC2024:00:00:00,N,0.0,5000000.0,6000000.0
CLS:180000000000000000103648:1:1,CLS:0001370120,P003,38738532,HKD,31DEC2024:00:00:00,N,0.0,51240000.0,16760000.0
CLS:180000000000000000103648:1:1,CLS:0001421170,P003,38738532,HKD,31DEC2024:00:00:00,N,0.0,0.0,1000000.0
CLS:180000000000000000103971:1:2,CLS:0001397321,P001,31000000,HKD,31DEC2024:00:00:00,N,0.0,26988165.0,11835.0
CLS:180000000000000000103971:1:2,CLS:0001258791,P001,31000000,HKD,31DEC2024:00:00:00,N,0.0,6997121.73,2878.27
CLS:180000000000000000103971:1:2,CLS:0001397320,P001,31000000,HKD,31DEC2024:00:00:00,N,0.0,0.0,27000000.0
CLS:180000000000000000103971:1:2,CLS:0001397318,P001,31000000,HKD,31DEC2024:00:00:00,N,0.0,26988165.0,11835.0
CLS:180000000000000000103971:1:2,CLS:0001397319,P001,31000000,HKD,31DEC2024:00:00:00,N,0.0,0.0,27000000.0
CLS:180000000000000000106830:1:2,CLS:0001432850,P002,555053,HKD,31DEC2024:00:00:00,N,0.0,10992399.0,11757601.0
CLS:180000000000000000106830:1:2,CLS:0001432851,P002,555053,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000106830:1:2,CLS:0001432852,P002,555053,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000106830:5:2,CLS:0001432851,P003,5017283,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000106830:5:2,CLS:0001432852,P003,5017283,HKD,31DEC2024:00:00:00,N,0.0,0.0,22750000.0
CLS:180000000000000000106830:5:2,CLS:0001432850,P003,5017283,HKD,31DEC2024:00:00:00,N,0.0,10992399.0,11757601.0
CLS:180000000000000000110357:1:2,CLS:0001328455,P001,16617271,HKD,31DEC2024:00:00:00,N,0.0,0.0,17500000.0
CLS:180000000000000000110357:1:2,CLS:0001328456,P001,16617271,HKD,31DEC2024:00:00:00,N,0.0,5357964.98,142035.02
CLS:180000000000000000110357:1:2,CLS:0001289327,P001,16617271,HKD,31DEC2024:00:00:00,N,0.0,4407919.49,92080.51
CLS:180000000000000000110357:1:2,CLS:0001328454,P001,16617271,HKD,31DEC2024:00:00:00,N,0.0,1000000.0,1000000.0
CLS:180000000000000000110357:1:2,CLS:0001328521,P001,16617271,HKD,31DEC2024:00:00:00,N,0.0,1000000.0,18500000.0
CLS:180000000000000000110357:1:2,CLS:0001289322,P001,16617271,HKD,31DEC2024:00:00:00,N,0.0,17500000.0,0.0
CLS:180000000000000000110357:1:2,CLS:0001328451,P001,16617271,HKD,31DEC2024:00:00:00,N,0.0,7500000.0,3100000.0
CLS:180000000000000000110357:1:2,CLS:0001289321,P001,16617271,HKD,31DEC2024:00:00:00,N,0.0,28100000.0,0.0
CLS:180000000000000000111301:1:1,CLS:0001216101,P003,30103699,HKD,31DEC2024:00:00:00,N,0.0,2404512.0,1595488.0
CLS:180000000000000000111301:1:1,CLS:0000001555,P003,30103699,HKD,31DEC2024:00:00:00,N,0.0,2404512.0,1595488.0
CLS:180000000000000000111329:2:1,CLS:0001398148,P001,20920890,HKD,31DEC2024:00:00:00,N,0.0,3850055.0,16249945.0
CLS:180000000000000000111329:2:1,CLS:0001398149,P001,20920890,HKD,31DEC2024:00:00:00,N,0.0,0.0,20100000.0
CLS:180000000000000000111329:2:1,CLS:0001398150,P001,20920890,HKD,31DEC2024:00:00:00,N,0.0,0.0,20100000.0
CLS:180000000000000000111329:3:1,CLS:0001398150,P001,21419006,HKD,31DEC2024:00:00:00,N,0.0,0.0,20100000.0
CLS:180000000000000000111329:3:1,CLS:0001398149,P001,21419006,HKD,31DEC2024:00:00:00,N,0.0,0.0,20100000.0
CLS:180000000000000000111329:3:1,CLS:0001398148,P001,21419006,HKD,31DEC2024:00:00:00,N,0.0,3850055.0,16249945.0
CLS:180000000000000000880051:4:0,CLS:0001310425,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,657000.0,2343000.0
CLS:180000000000000000880051:4:0,CLS:0001310401,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,657000.0,2343000.0
CLS:180000000000000000880051:8:0,CLS:0001310425,T001,800000,HKD,31DEC2024:00:00:00,N,0.0,657000.0,2343000.0
CLS:180000000000000000880051:8:0,CLS:0001310401,T001,800000,HKD,31DEC2024:00:00:00,N,0.0,657000.0,2343000.0
CLS:180000000000000000880053:5:1,CLS:0000296368,P002,41500942,HKD,31DEC2024:00:00:00,N,0.0,0.0,14000000.0
CLS:180000000000000000880055:5:1,CLS:0001376790,P001,9271713,HKD,31DEC2024:00:00:00,Y,20.0,493741.31,0.0
CLS:180000000000000000880055:6:0,CLS:0001376790,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,493741.31,0.0
CLS:180000000000000000880139:1:1,CLS:0000295941,P002,17981805,HKD,31DEC2024:00:00:00,N,0.0,139862.44,560137.56
CLS:180000000000000000880283:1:0,CLS:0001325275,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,292088.09,7911.91
CLS:180000000000000000880283:4:1,CLS:0001325275,P001,18012383,HKD,31DEC2024:00:00:00,N,0.0,292088.09,7911.91
CLS:180000000000000000880386:1:1,CLS:0000606346,P001,2923618,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000880457:1:0,CLS:0000014138,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000880457:2:1,CLS:0001375474,P002,15288791,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000880457:2:1,CLS:0000014138,P002,15288791,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000880457:4:1,CLS:0000014138,P003,2130619,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000880457:4:1,CLS:0001375474,P003,2130619,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000880457:5:1,CLS:0001375474,P003,3292775,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000880457:5:1,CLS:0000014138,P003,3292775,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000880458:1:0,CLS:0001375474,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000880535:6:1,CLS:0001377124,P001,6314761,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000880535:7:0,CLS:0001377124,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000880660:2:1,CLS:0001410292,P001,68520342,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000880660:2:1,CLS:0001307247,P001,68520342,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000880876:4:0,CLS:0001323122,G007,3800000,HKD,31DEC2024:00:00:00,N,0.0,155089.51,1474510.49
CLS:180000000000000000880876:5:1,CLS:0001323122,P002,2854582,HKD,31DEC2024:00:00:00,N,0.0,155089.51,1474510.49
CLS:180000000000000000880876:6:0,CLS:0001323122,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,155089.51,1474510.49
CLS:180000000000000000880876:8:0,CLS:0001323122,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,155089.51,1474510.49
CLS:180000000000000000881085:1:1,CLS:0001430601,P001,4390943,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000881162:1:0,CLS:0000001549,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:1:0,CLS:0000001548,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:1:0,CLS:0001403299,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:1:0,CLS:0001216098,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:3:1,CLS:0000001549,P003,13383186,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:3:1,CLS:0000001548,P003,13383186,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:3:1,CLS:0001216098,P003,13383186,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:3:1,CLS:0001403299,P003,13383186,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:4:1,CLS:0001403299,P001,11982572,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:4:1,CLS:0001216098,P001,11982572,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:4:1,CLS:0000001549,P001,11982572,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:4:1,CLS:0000001548,P001,11982572,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:7:0,CLS:0001403299,T001,3107563,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:7:0,CLS:0000001549,T001,3107563,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:7:0,CLS:0000001548,T001,3107563,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881162:7:0,CLS:0001216098,T001,3107563,HKD,31DEC2024:00:00:00,N,0.0,0.0,12000000.0
CLS:180000000000000000881542:3:1,CLS:0001353964,P001,18982942,HKD,31DEC2024:00:00:00,Y,20.0,590169.89,0.0
CLS:180000000000000000881542:4:0,CLS:0001353964,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,590169.89,0.0
CLS:180000000000000000881542:5:0,CLS:0001353964,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,590169.89,0.0
CLS:180000000000000000881796:3:1,CLS:0000294770,P001,7220649,HKD,31DEC2024:00:00:00,N,0.0,0.0,150000.0
CLS:180000000000000000881796:3:1,CLS:0001216661,P001,7220649,HKD,31DEC2024:00:00:00,N,0.0,0.0,150000.0
CLS:180000000000000000881879:1:1,CLS:0000678288,P001,3381829,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000881880:1:1,CLS:0001419229,P001,3850000,HKD,31DEC2024:00:00:00,Y,20.0,3214.97,0.0
CLS:180000000000000000881880:3:0,CLS:0001419229,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,3214.97,0.0
CLS:180000000000000000881922:1:0,CLS:0000638471,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000881922:1:0,CLS:0001279076,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000881942:1:0,CLS:0001333622,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000881942:1:0,CLS:0001389527,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000881942:2:1,CLS:0001389527,P001,69107646,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000881942:2:1,CLS:0001333622,P001,69107646,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882073:1:0,CLS:0000300325,V003,4160000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882073:2:0,CLS:0000300326,V003,4160000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882073:3:0,CLS:0000300328,V003,4066000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882073:4:0,CLS:0000300329,V003,3916000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882073:6:0,CLS:0000300331,V003,3937000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882073:7:0,CLS:0000300332,V003,3937000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882074:1:0,CLS:0001236402,V003,3976000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882074:2:0,CLS:0000298517,V003,3937000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882074:4:0,CLS:0000298519,V003,3937000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882074:5:0,CLS:0000298520,V003,3937000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882074:7:0,CLS:0000298522,V003,3937000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882076:3:0,CLS:0000300341,V003,3780000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882076:4:0,CLS:0000300342,V003,3780000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882080:1:0,CLS:0000300344,V003,4128000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882080:3:0,CLS:0000300345,V003,3976000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882080:4:0,CLS:0000300346,V003,3976000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882122:1:0,CLS:0000298523,V003,4066000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882122:5:0,CLS:0000300350,V003,3916000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882122:7:0,CLS:0000300352,V003,3916000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882122:8:0,CLS:0000300353,V003,3937000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882123:1:0,CLS:0000298524,V003,4066000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882123:2:0,CLS:0000298524,V003,3916000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882123:3:0,CLS:0000298524,V003,3916000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882123:4:0,CLS:0000298524,V003,3916000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882123:5:0,CLS:0000298524,V003,3916000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882304:6:1,CLS:0001261866,P001,4000650,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882304:7:2,CLS:0001261866,P001,4372803,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000882347:1:0,CLS:0000295493,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,921530.61,78469.39
CLS:180000000000000000882347:2:1,CLS:0000295493,P001,4302958,HKD,31DEC2024:00:00:00,N,0.0,921530.61,78469.39
CLS:180000000000000000882347:3:1,CLS:0000295493,P001,4102820,HKD,31DEC2024:00:00:00,N,0.0,921530.61,78469.39
CLS:180000000000000000882390:2:1,CLS:0001428063,P001,22151530,HKD,31DEC2024:00:00:00,Y,20.0,774685.01,0.0
CLS:180000000000000000882390:3:0,CLS:0001428063,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,774685.01,0.0
CLS:180000000000000000882427:1:0,CLS:0000295541,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,3688787.57,57879.16
CLS:180000000000000000882427:2:0,CLS:0000295541,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,3688787.57,57879.16
CLS:180000000000000000882427:5:1,CLS:0000295541,P001,3713617,HKD,31DEC2024:00:00:00,N,0.0,3688787.57,57879.16
CLS:180000000000000000882427:7:1,CLS:0000295541,P003,13683499,HKD,31DEC2024:00:00:00,N,0.0,3688787.57,57879.16
CLS:180000000000000000882513:4:1,CLS:0000293883,P001,9039537,HKD,31DEC2024:00:00:00,N,0.0,4222684.0,5777316.0
CLS:180000000000000000882513:4:1,CLS:0000295586,P001,9039537,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000882513:4:1,CLS:0000293882,P001,9039537,HKD,31DEC2024:00:00:00,N,0.0,385650.0,9614350.0
CLS:180000000000000000882513:4:1,CLS:0001216422,P001,9039537,HKD,31DEC2024:00:00:00,N,0.0,6670062.0,3329938.0
CLS:180000000000000000882513:5:0,CLS:0000295586,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000882513:5:0,CLS:0000293883,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,4222684.0,5777316.0
CLS:180000000000000000882513:5:0,CLS:0000293882,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,385650.0,9614350.0
CLS:180000000000000000882513:5:0,CLS:0001216422,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,6670062.0,3329938.0
CLS:180000000000000000882540:1:1,CLS:0000295600,P001,4228197,HKD,31DEC2024:00:00:00,N,0.0,0.0,300000.0
CLS:180000000000000000882634:1:1,CLS:0001244355,P001,6346909,HKD,31DEC2024:00:00:00,N,0.0,0.0,600000.0
CLS:180000000000000000882834:10:1,CLS:0001315536,P001,6153107,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000882834:10:1,CLS:0001357393,P001,6153107,HKD,31DEC2024:00:00:00,N,0.0,0.0,3570000.0
CLS:180000000000000000882834:10:1,CLS:0001264944,P001,6153107,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:10:1,CLS:0001263916,P001,6153107,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:10:1,CLS:0001315533,P001,6153107,HKD,31DEC2024:00:00:00,N,0.0,0.0,3000000.0
CLS:180000000000000000882834:10:1,CLS:0001263915,P001,6153107,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:10:1,CLS:0001264945,P001,6153107,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:1:0,CLS:0001315533,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,3000000.0
CLS:180000000000000000882834:2:1,CLS:0001315533,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,3000000.0
CLS:180000000000000000882834:2:2,CLS:0001357393,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,3570000.0
CLS:180000000000000000882834:2:2,CLS:0001264945,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:2:2,CLS:0001315536,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000882834:2:2,CLS:0001264944,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:2:2,CLS:0001263915,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:2:2,CLS:0001263916,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:3:0,CLS:0001315533,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,3000000.0
CLS:180000000000000000882834:6:1,CLS:0001264945,P001,23665798,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:6:1,CLS:0001357393,P001,23665798,HKD,31DEC2024:00:00:00,N,0.0,0.0,3570000.0
CLS:180000000000000000882834:6:1,CLS:0001263916,P001,23665798,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:6:1,CLS:0001264944,P001,23665798,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:6:1,CLS:0001263915,P001,23665798,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:6:1,CLS:0001315536,P001,23665798,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000882834:6:1,CLS:0001315533,P001,23665798,HKD,31DEC2024:00:00:00,N,0.0,0.0,3000000.0
CLS:180000000000000000882834:7:1,CLS:0001264945,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:7:1,CLS:0001315533,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,3000000.0
CLS:180000000000000000882834:7:1,CLS:0001357393,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,3570000.0
CLS:180000000000000000882834:7:1,CLS:0001264944,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:7:1,CLS:0001263915,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:7:1,CLS:0001315536,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000882834:7:1,CLS:0001263916,P001,15146111,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:8:1,CLS:0001263916,P001,13726163,HKD,31DEC2024:00:00:00,N,0.0,0.0,16000000.0
CLS:180000000000000000882834:8:1,CLS:0001357393,P001,13726163,HKD,31DEC2024:00:00:00,N,0.0,0.0,3570000.0
