COLLATERAL_AGREEMENT_ID,FACILITY_NR,COLLATERAL_AGREEMENT_TYPE,COLLATERAL_AMOUNT,COLLATERAL_CURRENCY,AS_OF_DT,COMMIT_INDICATOR,CCF,DRAWN_AMOUNT,UNDRAWN_AMOUNT
CLS:180000000000000000007030:1:1,CLS:0001396719,P002,12333269,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000007030:2:0,CLS:0001396719,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000007249:2:1,CLS:0001284576,P001,9902978,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000007400:2:2,CLS:0001350337,P001,11255059,HKD,31DEC2024:00:00:00,N,0.0,1492457.62,7542.38
CLS:180000000000000000007406:12:0,CLS:0001350082,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,1293430.38,0.0
CLS:180000000000000000007406:1:1,CLS:0001350082,P001,21763092,HKD,31DEC2024:00:00:00,Y,20.0,1293430.38,0.0
CLS:180000000000000000007406:6:1,CLS:0001347212,P001,14411286,HKD,31DEC2024:00:00:00,Y,20.0,844039.01,0.0
CLS:180000000000000000007406:7:1,CLS:0001347214,P001,9211338,HKD,31DEC2024:00:00:00,Y,20.0,539488.69,0.0
CLS:180000000000000000007406:8:0,CLS:0001347212,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,844039.01,0.0
CLS:180000000000000000007406:8:0,CLS:0001347214,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,539488.69,0.0
CLS:180000000000000000007486:1:1,CLS:0001318160,P001,11954794,HKD,31DEC2024:00:00:00,N,0.0,0.0,1000000.0
CLS:180000000000000000007486:2:0,CLS:0001318160,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1000000.0
CLS:180000000000000000007669:9:0,CLS:0000001555,G007,20000000,HKD,31DEC2024:00:00:00,N,0.0,2404512.0,1595488.0
CLS:180000000000000000007669:9:0,CLS:0001216101,G007,20000000,HKD,31DEC2024:00:00:00,N,0.0,2404512.0,1595488.0
CLS:180000000000000000007970:1:1,CLS:0001340144,P001,6376176,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000007970:2:0,CLS:0001340144,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000010421:1:0,CLS:0000113235,G007,85000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000010421:2:0,CLS:0000113235,G007,85000,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000010530:10:0,CLS:0001379381,V002,2480000,HKD,31DEC2024:00:00:00,Y,20.0,833966.51,0.0
CLS:180000000000000000010530:11:0,CLS:0001379992,V003,6480000,HKD,31DEC2024:00:00:00,Y,20.0,2203906.54,0.0
CLS:180000000000000000010973:5:0,CLS:0001348669,V002,3610000,HKD,31DEC2024:00:00:00,Y,20.0,425542.42,0.0
CLS:180000000000000000018386:2:1,CLS:0001354512,P002,22207333,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000018386:2:1,CLS:0001354511,P002,22207333,HKD,31DEC2024:00:00:00,N,0.0,2907278.32,1092721.68
CLS:180000000000000000018386:3:0,CLS:0001354512,T001,628956,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000018386:3:0,CLS:0001354511,T001,628956,HKD,31DEC2024:00:00:00,N,0.0,2907278.32,1092721.68
CLS:180000000000000000019506:27:0,CLS:0000002333,T001,1915168,HKD,31DEC2024:00:00:00,N,0.0,700000.0,1238000.0
CLS:180000000000000000019506:27:0,CLS:0001216435,T001,1915168,HKD,31DEC2024:00:00:00,N,0.0,700000.0,1238000.0
CLS:180000000000000000019506:28:0,CLS:0000002333,T001,888212,HKD,31DEC2024:00:00:00,N,0.0,700000.0,1238000.0
CLS:180000000000000000019506:28:0,CLS:0001216435,T001,888212,HKD,31DEC2024:00:00:00,N,0.0,700000.0,1238000.0
CLS:180000000000000000019506:29:0,CLS:0001216435,T003,57435,HKD,31DEC2024:00:00:00,N,0.0,700000.0,1238000.0
CLS:180000000000000000019506:29:0,CLS:0000002333,T003,57435,HKD,31DEC2024:00:00:00,N,0.0,700000.0,1238000.0
CLS:180000000000000000019506:5:0,CLS:0001216435,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,700000.0,1238000.0
CLS:180000000000000000019506:5:0,CLS:0000002333,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,700000.0,1238000.0
CLS:180000000000000000028010:1:1,CLS:0001359412,P001,29560277,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000029250:6:1,CLS:0001363188,P001,14943493,HKD,31DEC2024:00:00:00,N,0.0,2394074.35,5925.65
CLS:180000000000000000029250:6:1,CLS:0000019314,P001,14943493,HKD,31DEC2024:00:00:00,N,0.0,479208.9,20791.1
CLS:180000000000000000029250:6:1,CLS:0001429868,P001,14943493,HKD,31DEC2024:00:00:00,N,0.0,0.0,1000000.0
CLS:180000000000000000029713:1:1,CLS:0001399699,P001,26525835,HKD,31DEC2024:00:00:00,Y,20.0,331047.13,0.0
CLS:180000000000000000029713:1:1,CLS:0001345606,P001,26525835,HKD,31DEC2024:00:00:00,Y,20.0,455759.42,0.0
CLS:180000000000000000029801:1:1,CLS:0001331737,P001,22000840,HKD,31DEC2024:00:00:00,Y,20.0,1670928.18,0.0
CLS:180000000000000000029801:1:1,CLS:0001427740,P001,22000840,HKD,31DEC2024:00:00:00,Y,20.0,576065.82,0.0
CLS:180000000000000000031106:1:1,CLS:0000014550,P001,10335594,HKD,31DEC2024:00:00:00,N,0.0,0.0,3700000.0
CLS:180000000000000000031106:2:1,CLS:0000014550,P003,22716879,HKD,31DEC2024:00:00:00,N,0.0,0.0,3700000.0
CLS:180000000000000000031106:3:1,CLS:0000014550,P001,10335594,HKD,31DEC2024:00:00:00,N,0.0,0.0,3700000.0
CLS:180000000000000000031517:1:0,CLS:0000013471,T001,139855,HKD,31DEC2024:00:00:00,N,0.0,45863.25,64136.75
CLS:180000000000000000032013:1:0,CLS:0000010476,T001,249102,HKD,31DEC2024:00:00:00,N,0.0,0.0,190000.0
CLS:180000000000000000032171:3:1,CLS:0001266200,P003,17227754,HKD,31DEC2024:00:00:00,N,0.0,0.0,4000000.0
CLS:180000000000000000032171:7:0,CLS:0001266200,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,4000000.0
CLS:180000000000000000032366:1:0,CLS:0001351291,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,2500000.0
CLS:180000000000000000032366:1:0,CLS:0001351290,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,5000000.0
CLS:180000000000000000032366:1:0,CLS:0001351289,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,5000000.0
CLS:180000000000000000032366:2:1,CLS:0001351290,P002,42044177,HKD,31DEC2024:00:00:00,N,0.0,0.0,5000000.0
CLS:180000000000000000032366:2:1,CLS:0001351289,P002,42044177,HKD,31DEC2024:00:00:00,N,0.0,0.0,5000000.0
CLS:180000000000000000032366:2:1,CLS:0001351291,P002,42044177,HKD,31DEC2024:00:00:00,N,0.0,0.0,2500000.0
CLS:180000000000000000032700:2:1,CLS:0000012532,P001,20194710,HKD,31DEC2024:00:00:00,N,0.0,870071.44,329928.56
CLS:180000000000000000033965:1:1,CLS:0000015554,P001,4781917,HKD,31DEC2024:00:00:00,N,0.0,69669.74,100330.26
CLS:180000000000000000034853:1:0,CLS:0000198407,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000035414:2:0,CLS:0001216480,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:2:0,CLS:0000002425,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:2:0,CLS:0000002422,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:2:0,CLS:0000002426,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:2:0,CLS:0000002423,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:4:0,CLS:0001216480,O009,1,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:4:0,CLS:0000002425,O009,1,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:4:0,CLS:0000002426,O009,1,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:4:0,CLS:0000002422,O009,1,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:4:0,CLS:0000002423,O009,1,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:7:1,CLS:0000002426,P001,87603273,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:7:1,CLS:0000002425,P001,87603273,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:7:1,CLS:0001216480,P001,87603273,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:7:1,CLS:0000002422,P001,87603273,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035414:7:1,CLS:0000002423,P001,87603273,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000035795:1:1,CLS:0000013713,P001,5161996,HKD,31DEC2024:00:00:00,N,0.0,0.0,100000.0
CLS:180000000000000000036876:1:1,CLS:0000011447,P002,212286746,HKD,31DEC2024:00:00:00,N,0.0,0.0,25000000.0
CLS:180000000000000000037644:2:0,CLS:0000013479,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,379481.0,120519.0
CLS:180000000000000000037644:4:1,CLS:0000013479,P003,5000000,HKD,31DEC2024:00:00:00,N,0.0,379481.0,120519.0
CLS:180000000000000000038142:2:1,CLS:0001262976,P001,10825810,HKD,31DEC2024:00:00:00,Y,20.0,8228.47,0.0
CLS:180000000000000000039026:5:1,CLS:0001394164,P001,7526948,HKD,31DEC2024:00:00:00,Y,20.0,560078.51,0.0
CLS:180000000000000000040101:1:0,CLS:0000016955,T002,19843,USD,31DEC2024:00:00:00,N,0.0,57924.46,2075.54
CLS:180000000000000000040246:1:1,CLS:0000023676,P001,14729113,HKD,31DEC2024:00:00:00,N,0.0,744040.51,15959.49
CLS:180000000000000000040390:1:1,CLS:0001361080,P001,5872204,HKD,31DEC2024:00:00:00,Y,20.0,479808.16,0.0
CLS:180000000000000000040390:2:0,CLS:0001361080,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,479808.16,0.0
CLS:180000000000000000040390:3:0,CLS:0001361080,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,479808.16,0.0
CLS:180000000000000000040390:5:1,CLS:0001363717,P001,7227329,HKD,31DEC2024:00:00:00,Y,20.0,571935.98,0.0
CLS:180000000000000000040390:6:0,CLS:0001363717,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,571935.98,0.0
CLS:180000000000000000041130:1:0,CLS:0001350034,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,3000000.0
CLS:180000000000000000041130:1:0,CLS:0001350104,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,613714.0,2386286.0
CLS:180000000000000000041130:1:0,CLS:0001350858,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,613714.0,2386286.0
CLS:180000000000000000041130:1:0,CLS:0001350036,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,4741892.38,258107.62
CLS:180000000000000000041130:1:0,CLS:0001350033,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,3000000.0
CLS:180000000000000000041154:2:0,CLS:0000002989,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,15000000.0
CLS:180000000000000000041154:2:0,CLS:0001216722,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,8000000.0,12000000.0
CLS:180000000000000000041154:2:0,CLS:0000002988,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,15000000.0
CLS:180000000000000000041154:2:0,CLS:0000002992,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,8000000.0,7000000.0
CLS:180000000000000000042928:2:1,CLS:0001244639,P001,8492891,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000042928:2:1,CLS:0001414079,P001,8492891,HKD,31DEC2024:00:00:00,Y,20.0,531146.94,0.0
CLS:180000000000000000043256:2:1,CLS:0001389856,P001,3912420,HKD,31DEC2024:00:00:00,Y,20.0,275951.77,0.0
CLS:180000000000000000043635:3:1,CLS:0001427148,P002,2504162,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000043635:4:0,CLS:0001427148,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000043809:1:0,CLS:0000016969,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,1174444.43,325555.57
CLS:180000000000000000043809:2:1,CLS:0000016969,P001,4037473,HKD,31DEC2024:00:00:00,N,0.0,1174444.43,325555.57
CLS:180000000000000000043809:3:1,CLS:0000016969,P002,2551218,HKD,31DEC2024:00:00:00,N,0.0,1174444.43,325555.57
CLS:180000000000000000043809:4:1,CLS:0000016969,P002,14718566,HKD,31DEC2024:00:00:00,N,0.0,1174444.43,325555.57
CLS:180000000000000000043918:1:1,CLS:0001347806,P001,11597018,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000044460:1:1,CLS:0001377697,P001,7492878,HKD,31DEC2024:00:00:00,Y,20.0,1457650.89,0.0
CLS:180000000000000000044512:1:0,CLS:0000203654,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,622739.88,0.0
CLS:180000000000000000046659:1:1,CLS:0001311943,P001,2332242,HKD,31DEC2024:00:00:00,Y,20.0,9141.45,0.0
CLS:180000000000000000046706:1:1,CLS:0001349130,P001,7587450,HKD,31DEC2024:00:00:00,Y,20.0,254161.72,0.0
CLS:180000000000000000046747:2:1,CLS:0001243021,P001,12234112,HKD,31DEC2024:00:00:00,Y,20.0,394259.88,0.0
CLS:180000000000000000046759:1:1,CLS:0001322308,P001,3336487,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000046862:3:1,CLS:0001336170,P001,5962546,HKD,31DEC2024:00:00:00,Y,20.0,125351.5,0.0
CLS:180000000000000000048957:1:0,CLS:0000000826,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000048957:1:0,CLS:0000000828,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000048957:1:0,CLS:0000000825,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000048957:1:0,CLS:0000000827,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000048957:2:0,CLS:0000000827,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000048957:2:0,CLS:0000000826,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000048957:2:0,CLS:0000000828,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000048957:2:0,CLS:0000000825,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000050329:2:0,CLS:0000199454,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,0.0
CLS:180000000000000000050658:1:0,CLS:0000199460,G007,99999999999,HKD,31DEC2024:00:00:00,Y,50.0,34228.92,0.0
CLS:180000000000000000050658:1:0,CLS:0000199468,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,1084747.4,0.0
CLS:180000000000000000050663:2:0,CLS:0000003337,G007,20000000,HKD,31DEC2024:00:00:00,N,0.0,0.0,2000000.0
CLS:180000000000000000050663:2:0,CLS:0000001551,G007,20000000,HKD,31DEC2024:00:00:00,N,0.0,0.0,18000000.0
CLS:180000000000000000050663:2:0,CLS:0000001553,G007,20000000,HKD,31DEC2024:00:00:00,N,0.0,0.0,15000000.0
CLS:180000000000000000050663:2:0,CLS:0001216100,G007,20000000,HKD,31DEC2024:00:00:00,N,0.0,0.0,18000000.0
CLS:180000000000000000050663:2:0,CLS:0000001552,G007,20000000,HKD,31DEC2024:00:00:00,N,0.0,0.0,18000000.0
CLS:180000000000000000050727:10:1,CLS:0000010518,P002,33444232,HKD,31DEC2024:00:00:00,N,0.0,4768494.66,231505.34
CLS:180000000000000000050727:11:0,CLS:0000010518,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,4768494.66,231505.34
CLS:180000000000000000050727:13:0,CLS:0000010518,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,4768494.66,231505.34
CLS:180000000000000000050727:14:0,CLS:0000010518,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,4768494.66,231505.34
CLS:180000000000000000050727:7:1,CLS:0000010518,P001,79698629,HKD,31DEC2024:00:00:00,N,0.0,4768494.66,231505.34
CLS:180000000000000000050750:1:0,CLS:0000003358,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,15000000.0
CLS:180000000000000000050750:1:0,CLS:0001355761,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,90002911.0
CLS:180000000000000000050750:1:0,CLS:0001355756,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,90002911.0
CLS:180000000000000000050750:1:0,CLS:0001355772,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,100002911.0
CLS:180000000000000000050750:1:0,CLS:0001355766,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,90002911.0
CLS:180000000000000000050750:1:0,CLS:0001355763,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,90002911.0
CLS:180000000000000000050750:1:0,CLS:0001355758,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,28018442.0,61984469.0
CLS:180000000000000000050750:1:0,CLS:0001355767,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,90002911.0
CLS:180000000000000000050750:1:0,CLS:0001355770,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,90002911.0
CLS:180000000000000000050750:1:0,CLS:0001215655,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,28018442.0,71984469.0
CLS:180000000000000000050750:1:0,CLS:0001355762,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,100002911.0
CLS:180000000000000000050758:10:0,CLS:0001248158,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,100000.0,39900000.0
CLS:180000000000000000050758:10:0,CLS:0000000927,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000050758:10:0,CLS:0001349903,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,40000000.0
CLS:180000000000000000050758:10:0,CLS:0000000926,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000050758:10:0,CLS:0001215452,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,100000.0,39900000.0
CLS:180000000000000000050758:12:1,CLS:0001349903,P001,9006191,HKD,31DEC2024:00:00:00,N,0.0,0.0,40000000.0
CLS:180000000000000000050758:12:1,CLS:0001248158,P001,9006191,HKD,31DEC2024:00:00:00,N,0.0,100000.0,39900000.0
CLS:180000000000000000050758:12:1,CLS:0000000926,P001,9006191,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000050758:12:1,CLS:0000000927,P001,9006191,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000050758:12:1,CLS:0001215452,P001,9006191,HKD,31DEC2024:00:00:00,N,0.0,100000.0,39900000.0
CLS:180000000000000000050758:9:1,CLS:0001248158,P001,15010319,HKD,31DEC2024:00:00:00,N,0.0,100000.0,39900000.0
CLS:180000000000000000050758:9:1,CLS:0001349903,P001,15010319,HKD,31DEC2024:00:00:00,N,0.0,0.0,40000000.0
CLS:180000000000000000050758:9:1,CLS:0000000926,P001,15010319,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000050758:9:1,CLS:0001215452,P001,15010319,HKD,31DEC2024:00:00:00,N,0.0,100000.0,39900000.0
CLS:180000000000000000050758:9:1,CLS:0000000927,P001,15010319,HKD,31DEC2024:00:00:00,N,0.0,0.0,20000000.0
CLS:180000000000000000050769:10:0,CLS:0000010519,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,2904317.45,95682.55
CLS:180000000000000000050769:11:0,CLS:0000010519,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,2904317.45,95682.55
CLS:180000000000000000050769:12:0,CLS:0000010519,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,2904317.45,95682.55
CLS:180000000000000000050769:4:1,CLS:0000010519,P001,32178321,HKD,31DEC2024:00:00:00,N,0.0,2904317.45,95682.55
CLS:180000000000000000050769:4:2,CLS:0000010518,P001,32178321,HKD,31DEC2024:00:00:00,N,0.0,4768494.66,231505.34
CLS:180000000000000000050827:2:0,CLS:0000199465,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,0.0
CLS:180000000000000000050952:1:0,CLS:0000000826,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000050952:1:0,CLS:0000000825,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000050952:1:0,CLS:0000000827,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000050952:1:0,CLS:0000000828,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000050952:2:0,CLS:0000000825,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000050952:2:0,CLS:0000000828,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000050952:2:0,CLS:0000000827,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000050952:2:0,CLS:0000000826,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,1.0
CLS:180000000000000000050980:6:0,CLS:0001216740,G007,66000000,HKD,31DEC2024:00:00:00,N,0.0,7036000.0,0.0
CLS:180000000000000000050980:6:0,CLS:0000003025,G007,66000000,HKD,31DEC2024:00:00:00,N,0.0,7036000.0,0.0
CLS:180000000000000000050980:7:0,CLS:0000003025,G007,161000000,HKD,31DEC2024:00:00:00,N,0.0,7036000.0,0.0
CLS:180000000000000000050980:7:0,CLS:0001216740,G007,161000000,HKD,31DEC2024:00:00:00,N,0.0,7036000.0,0.0
CLS:180000000000000000051046:2:0,CLS:0000199474,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,932658.52,0.0
CLS:180000000000000000051046:3:0,CLS:0000199474,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,932658.52,0.0
CLS:180000000000000000051046:4:0,CLS:0000199474,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,932658.52,0.0
CLS:180000000000000000061143:2:1,CLS:0001326464,P001,25206538,HKD,31DEC2024:00:00:00,Y,20.0,1134614.99,0.0
CLS:180000000000000000065121:1:1,CLS:0001255784,P001,7536108,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000065237:2:1,CLS:0000349968,P001,11164605,HKD,31DEC2024:00:00:00,Y,20.0,81311.29,0.0
CLS:180000000000000000065646:1:1,CLS:0001414912,P001,4461184,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000065646:2:0,CLS:0001414912,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000065759:1:1,CLS:0001409312,P001,32382189,HKD,31DEC2024:00:00:00,Y,20.0,2048592.4,0.0
CLS:180000000000000000066715:2:1,CLS:0001299149,P002,30242127,HKD,31DEC2024:00:00:00,N,0.0,0.0,4000000.0
CLS:180000000000000000066715:2:1,CLS:0001299155,P002,30242127,HKD,31DEC2024:00:00:00,N,0.0,0.0,200000.0
CLS:180000000000000000066715:2:1,CLS:0001299151,P002,30242127,HKD,31DEC2024:00:00:00,N,0.0,0.0,4000000.0
CLS:180000000000000000066715:2:1,CLS:0001299150,P002,30242127,HKD,31DEC2024:00:00:00,N,0.0,0.0,4000000.0
CLS:180000000000000000066715:3:0,CLS:0001299151,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,4000000.0
CLS:180000000000000000066715:3:0,CLS:0001299149,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,4000000.0
CLS:180000000000000000066715:3:0,CLS:0001299155,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,200000.0
CLS:180000000000000000066715:3:0,CLS:0001299150,G007,99999999999,HKD,31DEC2024:00:00:00,N,0.0,0.0,4000000.0
CLS:180000000000000000068394:1:1,CLS:0001343382,P001,9654829,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000069387:2:1,CLS:0001369138,P001,28956355,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000069656:1:1,CLS:0001410460,P001,7991758,HKD,31DEC2024:00:00:00,Y,20.0,398798.94,0.0
CLS:180000000000000000070007:2:0,CLS:0000001494,T001,130000,HKD,31DEC2024:00:00:00,N,0.0,130000.0,0.0
CLS:180000000000000000070007:2:0,CLS:0001216069,T001,130000,HKD,31DEC2024:00:00:00,N,0.0,130000.0,0.0
CLS:180000000000000000075796:1:1,CLS:0001378079,P001,7765059,HKD,31DEC2024:00:00:00,Y,20.0,460119.63,0.0
CLS:180000000000000000075796:1:2,CLS:0001378080,P001,7765059,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000075796:2:0,CLS:0001378080,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000075796:2:0,CLS:0001378079,G007,99999999999,HKD,31DEC2024:00:00:00,Y,20.0,460119.63,0.0
CLS:180000000000000000086265:1:0,CLS:0000018282,G007,99999999999,HKD,31DEC2024:00:00:00,Y,0.0,0.0,0.0
CLS:180000000000000000090041:1:1,CLS:0001431139,P001,2642509,HKD,31DEC2024:00:00:00,Y,20.0,0.0,0.0
CLS:180000000000000000095921:10:1,CLS:0001352343,P001,4228197,HKD,31DEC2024:00:00:00,N,0.0,25335936.9,1014063.1
CLS:180000000000000000095921:11:1,CLS:0001352343,P001,4228197,HKD,31DEC2024:00:00:00,N,0.0,25335936.9,1014063.1
CLS:180000000000000000095921:13:1,CLS:0001352343,P001,4228197,HKD,31DEC2024:00:00:00,N,0.0,25335936.9,1014063.1
CLS:180000000000000000095921:14:1,CLS:0001352343,P001,3946317,HKD,31DEC2024:00:00:00,N,0.0,25335936.9,1014063.1
CLS:180000000000000000095921:15:1,CLS:0001352343,P001,4134237,HKD,31DEC2024:00:00:00,N,0.0,25335936.9,1014063.1
