FACILITY_NR,COLLATERAL_AGREEMENT_TYPE,DRAWN_AMOUNT,AS_OF_DT,UNDRAWN_AMOUNT,COLLATERAL_AGREEMENT_ID,COLLATERAL_CURRENCY,COLLATERAL_VALUE_POST_HAIRCUT,EAD_POST_CCF,ALLOCATED_COLLATERAL_ON,ALLOCATED_COLLATERAL_OFF,ON_OFF_IND,CUR_BAL,DEAL_ID,CUR_RT,FAC_CUR_BAL,PORTION,DEAL_ALLOCATED_COLLATERAL_ON,DEAL_ALLOCATED_COLLATERAL_OFF
CLS:0001405155,O009,208978663.4,31DEC2024:00:00:00,191021336.6,CLS:180000000000000000101793:1:0,HKD,4,342693599.02,0.19864634236600717,0.12710380307954025,N,760500.0,IMEX:894010915093:001:Finance:T/R::USD,6.70857,3036260.62,0.25047256977564725,0.049755459848946845,0.0
CLS:0001405155,O009,208978663.4,31DEC2024:00:00:00,191021336.6,CLS:180000000000000000101793:1:0,HKD,4,342693599.02,0.19864634236600717,0.12710380307954025,N,96000.0,IMEX:894010915672:001:Finance:T/R::EUR,5.113,3036260.62,0.031617839182724705,0.006280768107164888,0.0
CLS:0001405155,O009,208978663.4,31DEC2024:00:00:00,191021336.6,CLS:180000000000000000101793:1:0,HKD,4,342693599.02,0.19864634236600717,0.12710380307954025,F,487265.62,IMEX:894010917073:ISS000:L/C:1121000000::USD,0.0,3036260.62,0.1604821459628192,0.031879191310561716,0.0
CLS:0001405155,O009,208978663.4,31DEC2024:00:00:00,191021336.6,CLS:180000000000000000101793:1:0,HKD,4,342693599.02,0.19864634236600717,0.12710380307954025,F,393120.0,IMEX:894010918027:ISS000:L/C:1121000000::USD,0.0,3036260.62,0.12947505145325766,0.025719745398840217,0.0
CLS:0001405155,T003,522446658.5,31DEC2024:00:00:00,477553341.5,CLS:180000000000000000101793:76:0,EUR,63651116,856733997.55,4215696.6756092915,2697412.2640146255,N,326700.0,IMEX:894010911337:003:Finance:T/R::USD,6.70701,3036260.62,0.10759945896871,453606.6814717491,0.0
CLS:0001405155,T003,522446658.5,31DEC2024:00:00:00,477553341.5,CLS:180000000000000000101793:76:0,EUR,63651116,856733997.55,4215696.6756092915,2697412.2640146255,N,660825.0,IMEX:894010913530:001:Finance:T/R::USD,6.85858,3036260.62,0.21764436018670885,917522.6057042198,0.0
CLS:0001405155,T003,522446658.5,31DEC2024:00:00:00,477553341.5,CLS:180000000000000000101793:76:0,EUR,63651116,856733997.55,4215696.6756092915,2697412.2640146255,N,311850.0,IMEX:894010914414:004:Finance:T/R::USD,6.86482,3036260.62,0.10270857447013228,432988.195950306,0.0
CLS:0001405155,T003,522446658.5,31DEC2024:00:00:00,477553341.5,CLS:180000000000000000101793:76:0,EUR,63651116,856733997.55,4215696.6756092915,2697412.2640146255,N,760500.0,IMEX:894010915093:001:Finance:T/R::USD,6.70857,3036260.62,0.25047256977564725,1055916.3797345124,0.0
CLS:0001405155,T003,522446658.5,31DEC2024:00:00:00,477553341.5,CLS:180000000000000000101793:76:0,EUR,63651116,856733997.55,4215696.6756092915,2697412.2640146255,N,96000.0,IMEX:894010915672:001:Finance:T/R::EUR,5.113,3036260.62,0.031617839182724705,133291.21953256175,0.0
CLS:0001405155,T003,522446658.5,31DEC2024:00:00:00,477553341.5,CLS:180000000000000000101793:76:0,EUR,63651116,856733997.55,4215696.6756092915,2697412.2640146255,F,487265.62,IMEX:894010917073:ISS000:L/C:1121000000::USD,0.0,3036260.62,0.1604821459628192,676544.049230102,0.0
CLS:0001405155,T003,522446658.5,31DEC2024:00:00:00,477553341.5,CLS:180000000000000000101793:76:0,EUR,63651116,856733997.55,4215696.6756092915,2697412.2640146255,F,393120.0,IMEX:894010918027:ISS000:L/C:1121000000::USD,0.0,3036260.62,0.12947505145325766,545827.5439858403,0.0
CLS:0001406211,G007,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:19:0,HKD,159999999998,40571234.066,1944520796.3118973,1140704124.2664037,N,32429.17,IMEX:894152207205:001:Finance:LC-I::EUR,5.52993,1228962.21,0.026387442783940444,51310931.2548625,0.0
CLS:0001406211,G007,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:19:0,HKD,159999999998,40571234.066,1944520796.3118973,1140704124.2664037,N,26697.16,IMEX:894152214297:001:Finance:LC-I::USD,6.87226,1228962.21,0.02172333679812661,42241480.16924469,0.0
CLS:0001406211,G007,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:19:0,HKD,159999999998,40571234.066,1944520796.3118973,1140704124.2664037,N,225001.78,IMEX:894152215982:001:Finance:LC-I::USD,6.84113,1228962.21,0.18308274914327918,356008213.1550606,0.0
CLS:0001406211,G007,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:19:0,HKD,159999999998,40571234.066,1944520796.3118973,1140704124.2664037,N,391962.48,IMEX:894152216614:001:Finance:LC-I::USD,6.871,1228962.21,0.3189377808451897,620181147.5830376,0.0
CLS:0001406211,G007,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:19:0,HKD,159999999998,40571234.066,1944520796.3118973,1140704124.2664037,N,29814.0,IMEX:894152217285:001:Finance:LC-I::USD,6.87084,1228962.21,0.02425949289360167,47173088.43958913,0.0
CLS:0001406211,G007,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:19:0,HKD,159999999998,40571234.066,1944520796.3118973,1140704124.2664037,N,60403.5,IMEX:894152217463:001:Finance:LC-I::USD,6.87084,1228962.21,0.04915000600384613,95573208.8133334,0.0
CLS:0001406211,G007,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:19:0,HKD,159999999998,40571234.066,1944520796.3118973,1140704124.2664037,N,137382.4,IMEX:894152219194:001:Finance:LC-I::USD,6.82368,1228962.21,0.11178732664204541,217372781.4195683,0.0
CLS:0001406211,G007,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:19:0,HKD,159999999998,40571234.066,1944520796.3118973,1140704124.2664037,N,57529.64,IMEX:894152220100:001:Finance:LC-I::USD,6.77844,1228962.21,0.046811561439305774,91026054.72656217,0.0
CLS:0001406211,G007,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:19:0,HKD,159999999998,40571234.066,1944520796.3118973,1140704124.2664037,N,65139.75,IMEX:894152221840:001:Finance:LC-I::USD,6.20138,1228962.21,0.05300386738498656,103067122.41506426,0.0
CLS:0001406211,G007,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:19:0,HKD,159999999998,40571234.066,1944520796.3118973,1140704124.2664037,N,76185.15,IMEX:894152222224:001:Finance:LC-I::USD,6.20138,1228962.21,0.06199145049382763,120543664.67878726,0.0
CLS:0001406211,G007,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:19:0,HKD,159999999998,40571234.066,1944520796.3118973,1140704124.2664037,N,126417.18,IMEX:894152223492:001:Finance:LC-I::USD,6.17466,1228962.21,0.1028649855718509,200023103.65678734,0.0
CLS:0001406211,O009,51141560.44,31DEC2024:00:00:00,42858439.56,CLS:180000000000000000101793:1:0,HKD,4,81142468.132,0.0486130199084051,0.028517603107016568,N,32429.17,IMEX:894152207205:001:Finance:LC-I::EUR,5.52993,1228962.21,0.026387442783940444,0.0012827732813875973,0.0
CLS:0001406211,O009,51141560.44,31DEC2024:00:00:00,42858439.56,CLS:180000000000000000101793:1:0,HKD,4,81142468.132,0.0486130199084051,0.028517603107016568,N,26697.16,IMEX:894152214297:001:Finance:LC-I::USD,6.87226,1228962.21,0.02172333679812661,0.001056037004244318,0.0
CLS:0001406211,O009,51141560.44,31DEC2024:00:00:00,42858439.56,CLS:180000000000000000101793:1:0,HKD,4,81142468.132,0.0486130199084051,0.028517603107016568,N,225001.78,IMEX:894152215982:001:Finance:LC-I::USD,6.84113,1228962.21,0.18308274914327918,0.008900205328987767,0.0
CLS:0001406211,O009,51141560.44,31DEC2024:00:00:00,42858439.56,CLS:180000000000000000101793:1:0,HKD,4,81142468.132,0.0486130199084051,0.028517603107016568,N,391962.48,IMEX:894152216614:001:Finance:LC-I::USD,6.871,1228962.21,0.3189377808451897,0.01550452868976975,0.0
CLS:0001406211,O009,51141560.44,31DEC2024:00:00:00,42858439.56,CLS:180000000000000000101793:1:0,HKD,4,81142468.132,0.0486130199084051,0.028517603107016568,N,29814.0,IMEX:894152217285:001:Finance:LC-I::USD,6.87084,1228962.21,0.02425949289360167,0.00117932721100447,0.0
CLS:0001406211,O009,51141560.44,31DEC2024:00:00:00,42858439.56,CLS:180000000000000000101793:1:0,HKD,4,81142468.132,0.0486130199084051,0.028517603107016568,N,60403.5,IMEX:894152217463:001:Finance:LC-I::USD,6.87084,1228962.21,0.04915000600384613,0.002389330220363202,0.0
CLS:0001406211,O009,51141560.44,31DEC2024:00:00:00,42858439.56,CLS:180000000000000000101793:1:0,HKD,4,81142468.132,0.0486130199084051,0.028517603107016568,N,137382.4,IMEX:894152219194:001:Finance:LC-I::USD,6.82368,1228962.21,0.11178732664204541,0.005434319535557138,0.0
CLS:0001406211,O009,51141560.44,31DEC2024:00:00:00,42858439.56,CLS:180000000000000000101793:1:0,HKD,4,81142468.132,0.0486130199084051,0.028517603107016568,N,57529.64,IMEX:894152220100:001:Finance:LC-I::USD,6.77844,1228962.21,0.046811561439305774,0.0022756513681925,0.0
CLS:0001406211,O009,51141560.44,31DEC2024:00:00:00,42858439.56,CLS:180000000000000000101793:1:0,HKD,4,81142468.132,0.0486130199084051,0.028517603107016568,N,65139.75,IMEX:894152221840:001:Finance:LC-I::USD,6.20138,1228962.21,0.05300386738498656,0.0025766780604088153,0.0
CLS:0001406211,O009,51141560.44,31DEC2024:00:00:00,42858439.56,CLS:180000000000000000101793:1:0,HKD,4,81142468.132,0.0486130199084051,0.028517603107016568,N,76185.15,IMEX:894152222224:001:Finance:LC-I::USD,6.20138,1228962.21,0.06199145049382763,0.003013591617007352,0.0
CLS:0001406211,O009,51141560.44,31DEC2024:00:00:00,42858439.56,CLS:180000000000000000101793:1:0,HKD,4,81142468.132,0.0486130199084051,0.028517603107016568,N,126417.18,IMEX:894152223492:001:Finance:LC-I::USD,6.17466,1228962.21,0.1028649855718509,0.005000577591482191,0.0
CLS:0001406211,T003,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:3:0,USD,26875334,40571234.066,572050.2639458327,335578.8719813877,N,32429.17,IMEX:894152207205:001:Finance:LC-I::EUR,5.52993,1228962.21,0.026387442783940444,15094.94360940869,0.0
CLS:0001406211,T003,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:3:0,USD,26875334,40571234.066,572050.2639458327,335578.8719813877,N,26697.16,IMEX:894152214297:001:Finance:LC-I::USD,6.87226,1228962.21,0.02172333679812661,12426.840549152548,0.0
CLS:0001406211,T003,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:3:0,USD,26875334,40571234.066,572050.2639458327,335578.8719813877,N,225001.78,IMEX:894152215982:001:Finance:LC-I::USD,6.84113,1228962.21,0.18308274914327918,104732.53497134153,0.0
CLS:0001406211,T003,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:3:0,USD,26875334,40571234.066,572050.2639458327,335578.8719813877,N,391962.48,IMEX:894152216614:001:Finance:LC-I::USD,6.871,1228962.21,0.3189377808451897,182448.44171478893,0.0
CLS:0001406211,T003,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:3:0,USD,26875334,40571234.066,572050.2639458327,335578.8719813877,N,29814.0,IMEX:894152217285:001:Finance:LC-I::USD,6.87084,1228962.21,0.02425949289360167,13877.649312976888,0.0
CLS:0001406211,T003,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:3:0,USD,26875334,40571234.066,572050.2639458327,335578.8719813877,N,60403.5,IMEX:894152217463:001:Finance:LC-I::USD,6.87084,1228962.21,0.04915000600384613,28116.27390743944,0.0
CLS:0001406211,T003,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:3:0,USD,26875334,40571234.066,572050.2639458327,335578.8719813877,N,137382.4,IMEX:894152219194:001:Finance:LC-I::USD,6.82368,1228962.21,0.11178732664204541,63947.9697113811,0.0
CLS:0001406211,T003,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:3:0,USD,26875334,40571234.066,572050.2639458327,335578.8719813877,N,57529.64,IMEX:894152220100:001:Finance:LC-I::USD,6.77844,1228962.21,0.046811561439305774,26778.566077071435,0.0
CLS:0001406211,T003,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:3:0,USD,26875334,40571234.066,572050.2639458327,335578.8719813877,N,65139.75,IMEX:894152221840:001:Finance:LC-I::USD,6.20138,1228962.21,0.05300386738498656,30320.876327731476,0.0
CLS:0001406211,T003,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:3:0,USD,26875334,40571234.066,572050.2639458327,335578.8719813877,N,76185.15,IMEX:894152222224:001:Finance:LC-I::USD,6.20138,1228962.21,0.06199145049382763,35462.22561737912,0.0
CLS:0001406211,T003,25570780.22,31DEC2024:00:00:00,21429219.78,CLS:180000000000000000101793:3:0,USD,26875334,40571234.066,572050.2639458327,335578.8719813877,N,126417.18,IMEX:894152223492:001:Finance:LC-I::USD,6.17466,1228962.21,0.1028649855718509,58843.942147161586,0.0
CLS:0001406213,G007,11483010.2,31DEC2024:00:00:00,35516989.8,CLS:180000000000000000101793:19:0,HKD,159999999998,36344903.059999995,873221385.74001,1890613711.6667247,N,24912.89,IMEX:894131259340:001:Finance:D/P::USD,6.20701,24912.89,1.0,873221385.74001,0.0
CLS:0001406213,O009,22966020.4,31DEC2024:00:00:00,71033979.6,CLS:180000000000000000101793:1:0,HKD,4,72689806.11999999,0.021830534643773134,0.04726534279225894,N,24912.89,IMEX:894131259340:001:Finance:D/P::USD,6.20701,24912.89,1.0,0.021830534643773134,0.0
CLS:0001406213,T003,11483010.2,31DEC2024:00:00:00,35516989.8,CLS:180000000000000000101793:3:0,USD,26875334,36344903.059999995,256889.26811333286,556191.5690641375,N,24912.89,IMEX:894131259340:001:Finance:D/P::USD,6.20701,24912.89,1.0,256889.26811333286,0.0
CLS:0001412100,P001,349693.29,31DEC2024:00:00:00,0.0,CLS:180000000000000001021710:1:1,HKD,3836043,349693.29,3836043.0,0.0,N,349693.29,ALS:18100742000000000015463369,3.3,349693.29,1.0,3836043.0,0.0
CLS:0001419711,P005,137074.38,31DEC2024:00:00:00,0.0,CLS:180000000000000001022960:4:1,HKD,807121,137074.38,807121.0,0.0,N,137074.38,ALS:18100694000000000015478058,2.75,137074.38,1.0,807121.0,0.0
CLS:0001429892,P001,549910.11,31DEC2024:00:00:00,0.0,CLS:180000000000000001024183:1:1,HKD,13659267,549910.11,13659267.0,0.0,N,549910.11,ALS:18100694000000000015499411,2.75,549910.11,1.0,13659267.0,0.0
